# z_cadidates 	 DM_host_candidates
0.314171	37.565045
0.221809	0.760149
0.651017	23.086132
0.235937	20.060402
0.161423	28.174216
0.139768	10.968222
0.068656	10.297386
0.491301	15.951342
0.643869	41.199565
0.106235	36.652472
0.582596	18.393961
0.117827	21.488366
0.244538	6.535091
0.437150	11.949265
0.343054	26.359250
0.657929	11.820043
0.437190	49.982788
1.443600	24.081573
0.189484	31.940543
0.538496	30.764044
0.622702	58.732867
0.681346	16.568015
0.171077	8.966838
0.354112	12.804584
0.340113	26.032023
0.556423	22.642940
0.597810	4.650956
0.727491	13.222542
0.115724	9.695889
0.098690	6.677558
0.174558	4.994072
0.852101	27.082860
0.544138	37.432517
0.159023	32.879271
0.052761	18.458268
0.800409	70.840777
0.725212	10.505749
0.690161	47.620476
0.203799	10.418521
0.366109	9.225012
0.103406	17.707897
0.162394	18.089303
0.515372	1.049031
0.194807	8.117768
0.254769	15.229100
0.089731	21.216978
0.185929	17.853076
0.502511	24.292706
0.871451	58.802827
0.570800	21.461778
0.692103	82.511481
0.741343	3.551508
1.462020	35.374295
0.449645	36.852107
0.554536	15.084703
0.143837	8.429246
0.378472	66.915880
0.385708	12.138231
0.094245	1.618024
0.216211	5.040556
1.147089	31.678486
0.374370	15.628328
0.138099	9.811987
0.448099	13.739638
1.041992	70.468269
1.524884	20.548718
0.526776	11.960385
0.266160	19.721369
0.384970	16.171372
0.188069	9.102193
0.192251	4.160938
0.836117	52.065089
0.340424	1.833838
0.274390	5.108023
0.352361	14.270207
0.144447	0.880561
0.765159	16.452588
0.552347	21.358261
0.155259	10.684459
0.231204	12.555262
0.306955	16.488842
0.426094	8.926938
0.142045	10.352286
1.000852	19.607407
0.110201	7.491225
0.566036	21.910987
0.128101	9.372661
0.438395	9.290641
0.301894	33.257862
0.231184	2.602425
0.127681	9.748601
0.395546	28.821150
0.218411	12.329739
0.713604	21.333155
0.660433	3.534702
0.481639	21.554394
1.686974	57.096396
0.312871	15.753388
0.533752	18.069105
0.329161	20.627801
0.347369	2.736044
0.363907	38.449230
0.277299	13.954399
0.235881	19.125712
0.363953	35.465175
1.155454	9.562362
0.612991	15.715359
0.869544	22.141003
0.131643	10.453599
0.109851	2.243043
0.600361	22.208134
0.619728	26.751612
0.410073	13.182777
0.094550	8.051637
0.660777	27.096719
1.322759	33.329251
0.407626	20.102167
0.458667	8.922758
0.120263	49.640653
0.739546	6.186487
0.069022	3.027477
0.598701	146.338538
0.112460	5.161348
0.401784	4.590177
0.189774	11.648837
0.091407	37.211808
0.787437	27.949968
1.330437	149.272338
0.328942	12.814009
0.247050	13.153985
0.364079	16.908184
0.673168	13.845543
0.336968	2.617634
0.428747	75.967920
0.290943	29.411172
0.369735	16.279305
0.660892	81.107070
1.772331	5.060223
0.340739	29.120474
0.442243	51.867903
0.414075	27.050331
0.450059	20.700970
0.704409	39.961954
0.469038	27.297705
1.044655	67.241951
0.190925	3.903981
0.260988	3.758969
0.270086	28.047527
0.833174	12.562632
0.096761	18.241503
0.217814	6.207072
0.087431	108.928605
0.360511	3.963807
0.079868	10.258731
0.488419	11.754337
0.693727	19.896020
0.337371	26.624983
0.107992	1.960216
0.370868	16.257552
0.373776	12.859537
0.670750	16.077577
0.231663	6.407087
0.262284	14.951887
