# z	DM_EG
1.256810	1338.576885
2.618623	3007.040501
5.781596	4724.497641
3.899143	4618.594714
0.651791	874.767646
4.310185	4350.778823
4.596194	4290.338062
1.686385	1322.663977
1.659893	1731.790452
2.510042	2422.618039
4.972617	4889.368509
1.105903	1151.745059
2.763569	3052.435103
2.332686	2451.970623
1.689252	1705.111255
3.015169	3285.649292
1.827551	2240.600784
0.858675	876.896401
4.619647	4892.805040
1.287621	1501.327039
2.928965	3017.215446
5.792185	4776.092454
1.407099	1323.618468
2.315054	1841.723840
3.206044	3371.996258
5.099665	4392.166335
4.659793	4034.525501
5.797120	4848.733726
2.763242	2317.687421
0.523515	391.551813
0.972718	917.875780
5.020478	5122.203585
2.319047	2220.393104
1.649248	1897.280300
3.521425	3314.881704
5.493231	4501.462559
3.527494	2972.335071
1.485984	1619.062918
1.115813	1268.083923
2.581212	1921.789151
1.053178	1200.003702
4.658468	4598.627749
1.247750	1380.394220
3.313028	2665.584277
0.663349	813.557527
0.996888	949.276446
3.245358	3538.777955
3.331744	3555.467219
4.887848	4279.956196
5.892557	4764.983028
3.599928	3178.275695
1.181036	1498.293229
2.255776	1544.887064
0.605869	727.318343
3.073743	3372.136177
2.885262	3514.445470
0.972608	1108.552988
4.761331	4245.866977
0.829721	798.222191
0.746356	1083.148221
1.405071	1249.417992
5.512131	4050.355442
5.349873	4243.130844
1.016199	1076.023547
1.968303	2455.093105
2.364297	3014.190131
3.149865	3619.663964
2.613724	2407.663957
2.170658	2289.653974
1.728312	2132.016390
5.615117	5234.342072
0.916395	1208.142529
2.020225	1904.940398
1.029933	1349.588118
2.474161	2471.666581
3.660935	3664.258205
2.696536	2781.254001
1.061920	570.457130
1.787074	1385.766916
1.517960	1326.903710
3.001347	2515.615751
0.662029	468.800346
2.078140	2240.508784
2.905794	2666.871838
4.667961	3886.121926
3.426013	3307.307179
5.524942	4723.444619
3.976507	3892.013048
3.645539	3136.940526
4.617684	3554.629012
3.544098	3405.305862
4.925303	4917.597603
0.991390	930.321601
4.703260	4189.142008
0.927659	1221.988881
3.601155	3832.055156
3.523744	3240.909356
3.920952	3647.230372
0.901076	854.532086
4.607221	4329.432987
0.610478	580.150999
0.997110	1267.345722
3.624860	3534.115356
5.811869	4652.632640
1.575636	1645.254015
5.462085	4664.367414
2.918226	3606.139103
1.245862	1268.992119
5.281930	4492.573615
5.785341	4108.105660
3.183561	3469.968927
3.625054	3077.398129
3.605356	3425.377287
0.851627	1211.705780
1.425443	1635.857297
0.658462	420.753293
3.929905	3535.078364
2.396170	2418.016127
2.222051	2184.579752
4.622968	4091.175393
0.984237	861.522770
5.097654	4350.531366
0.791879	817.564606
1.862450	1815.470404
2.067270	2378.954212
4.514751	4184.104856
3.586965	3575.117701
4.654740	4168.616049
0.738439	475.610305
3.252350	2935.806534
5.046021	4282.797476
1.738080	1729.237963
0.520185	516.406066
4.138011	3716.800650
4.113976	3675.490641
0.814063	790.652515
1.507092	1630.470952
1.083465	1317.705939
2.309103	2008.214001
0.666381	412.438907
0.920762	780.611928
1.810335	1641.074039
1.290671	926.550226
4.070492	3276.669237
1.013763	1336.905808
2.458491	2253.288561
2.007387	2202.926877
1.548215	1905.086401
2.697805	2778.414155
1.973703	1684.029906
2.306906	2271.840283
4.108556	3843.700270
3.713040	3686.169110
0.577161	708.212413
1.798874	1653.440980
2.688110	2482.653657
3.856148	3118.584275
2.384101	2388.893577
2.393507	2668.863964
5.296630	4195.110522
3.801172	3909.683255
1.256364	1206.018458
2.330301	2593.422443
2.933918	2640.003103
5.128072	4600.776413
0.900467	618.758755
1.857722	1985.033922
2.706156	3031.043293
0.851064	894.376341
3.291496	3168.531862
2.231952	2428.084399
2.757397	2869.964201
3.476454	3620.238261
2.754494	2847.892462
3.769135	3667.238760
1.395530	2063.098768
1.124978	1395.978772
0.887238	904.930791
2.548274	2566.638205
2.867645	3345.622664
3.340857	3223.503734
3.677087	3768.205779
1.063980	1426.744711
5.624440	4883.884722
4.801072	4790.008670
1.966188	1997.838730
2.177327	1671.333066
2.987230	2967.593447
1.085743	1329.237771
1.514705	1545.894088
5.452672	5080.176778
1.147426	1188.778576
2.561521	2898.767466
0.835399	780.894562
0.343841	199.323853
4.795131	4030.269482
1.884234	2446.053197
2.724456	2384.849283
4.336827	3686.847328
1.135051	1215.453026
4.195502	4267.093754
0.814095	1168.172166
3.556227	3367.683440
0.537300	309.701391
4.733732	3794.529632
0.794811	824.493854
2.512637	2825.242685
2.641495	2408.139902
4.819600	4285.765095
2.745721	2743.235420
1.204048	1383.021516
2.809740	3407.871454
1.777685	1812.636188
2.155338	2053.927317
1.221522	1411.250303
3.405722	3214.311526
1.176318	1140.097726
1.652851	1835.631419
5.888271	4514.638148
2.041423	2692.800384
4.209149	3725.060224
2.311779	2721.760119
4.342302	3725.975672
1.573623	2089.085581
2.443549	2340.537807
2.645056	2991.098947
0.886304	942.747085
3.127041	3252.913042
3.945378	3907.348243
2.336611	1993.910965
4.754873	4539.350583
3.903025	3642.643364
1.212316	1272.006599
5.215892	5046.281579
4.473027	4241.854628
1.794651	1694.402466
2.492698	2516.840788
1.254764	1441.438285
3.086444	3107.006559
1.130616	1878.612673
2.852666	2930.341499
1.819453	2069.075380
0.941372	1115.331120
1.331255	1598.972041
2.227589	2133.409860
0.969923	1316.844199
3.883210	3842.628675
1.074969	909.768962
1.289629	1546.845747
0.673684	824.149695
5.168252	4366.564251
0.398408	201.520942
3.255849	2763.078278
3.712597	3944.238686
2.471282	2475.102818
1.947230	1702.295624
1.505485	1701.135023
2.597887	2815.415677
3.762664	3652.918835
3.305666	3653.002891
1.888564	2041.059772
1.880010	2292.757247
0.685604	577.095381
5.293101	4687.240814
3.846960	3502.850472
3.765190	3658.229367
5.383019	4824.983079
4.211111	3242.453303
4.356510	3816.080018
2.933981	3347.491392
1.624932	2368.171807
1.926295	1993.605198
3.576441	3401.414340
2.645923	2544.993383
1.700792	1960.735706
2.005713	1864.326595
4.847632	4504.801170
2.459550	2413.715375
4.765165	3828.912008
2.797776	2572.751425
2.581903	2791.561922
5.621379	4668.613703
0.747022	729.474996
2.129471	2255.147016
0.898468	659.017776
3.775003	3211.473302
2.797247	2661.643688
1.858132	2061.569779
1.938376	2332.616380
1.000865	688.470220
1.451288	1787.427571
3.837807	3775.763570
4.243248	3915.923414
4.391218	3499.216379
0.628639	493.677666
1.174177	1683.888782
2.049076	2265.102591
2.143334	2295.565946
1.471204	1585.801576
5.773646	5063.833620
5.150758	4690.836242
0.782131	304.118058
3.443506	2924.904097
1.266550	1313.454277
5.623229	4164.520753
3.289382	2952.755567
0.707152	592.177950
0.543391	276.005275
1.656075	1928.350821
2.624748	2336.431940
2.599424	3062.268005
2.520764	2450.321434
3.764000	3795.538735
4.074900	4077.051188
1.256574	1254.641372
0.600472	490.721848
0.724852	441.345128
4.418500	4358.354299
2.618466	3150.598267
1.873247	2051.738024
3.596179	4016.454756
4.543763	3998.355037
3.261726	3160.257549
0.599429	864.200068
4.974414	4590.160580
2.126223	1996.675640
2.163263	2433.942171
4.776751	4440.285305
4.234066	3753.957034
4.409710	3652.009397
0.593613	292.357053
2.352301	2073.629005
4.501609	3554.870686
3.825723	3572.395961
5.830708	4437.671662
2.142312	2142.835374
4.233044	4238.954521
5.091722	5013.951617
1.781091	2129.750032
0.554667	743.320025
0.957908	640.154927
2.343498	2020.490727
3.566282	3556.469768
2.057977	2101.041542
2.471761	2227.461261
4.765424	4341.645882
1.367534	1031.920902
5.438013	4781.025197
0.893347	540.163538
2.362226	2563.317840
2.223049	2482.190510
2.323447	2521.202152
3.251234	3579.020503
1.571429	1396.337825
2.172136	1651.519097
1.699683	1904.277462
5.368173	4849.635885
1.589741	2105.698842
1.411479	1569.955946
1.153120	1667.527399
1.993202	1827.367141
1.471131	1781.072134
2.190416	2465.498598
1.149310	1631.949177
5.707370	4600.003259
2.990011	2478.805263
3.137043	2990.149483
3.181136	3326.561387
1.487585	1543.078035
4.006060	3924.210903
1.438730	1521.241421
1.295858	1322.585724
0.512245	399.569875
0.971404	1315.479289
2.400555	2325.342558
2.786750	3304.697407
3.255768	3491.230058
4.377110	4099.252468
4.434136	3810.918013
1.925692	2032.349854
1.583787	1315.494087
1.382497	1343.671534
0.910553	1337.728642
1.086874	1287.065937
3.708484	3869.284521
1.519209	1442.620925
2.141055	2511.677208
4.399727	4137.490840
1.810025	1884.845911
2.043319	2854.584336
1.482895	1703.867624
1.505120	1390.664494
4.797516	4044.047028
2.023944	2497.088656
1.114079	997.647700
2.151908	2106.448466
4.944913	4310.386683
0.792735	965.406961
0.859188	990.004481
0.697602	628.865938
2.810654	2895.621049
1.174978	1278.490969
4.954295	4360.983641
5.717850	5043.649858
4.713722	3799.675878
3.060958	2955.343809
1.084929	921.768831
1.131589	1080.967709
3.044570	2707.186698
2.717168	2785.583680
2.506167	2381.791240
4.830541	4593.642415
2.672098	2159.137796
1.413089	1498.547617
1.005300	920.296006
2.691595	2364.032247
0.367627	471.323849
4.782134	4573.006788
0.290654	119.079318
1.558440	1851.296023
4.460509	3950.283377
1.730928	1720.957018
1.134219	1018.860661
0.886455	1250.476991
2.829428	2402.216635
0.976444	904.924684
2.060851	2247.890895
1.439197	1731.121059
4.180201	3439.742868
2.802765	3182.297054
1.481696	1493.044056
0.556909	546.180436
2.051757	1974.914143
1.820008	1988.029567
1.640976	2145.843386
1.510035	1130.536241
2.064598	1916.129533
0.853867	1149.482561
2.005245	2111.807274
0.589830	908.284151
3.279495	3272.329695
2.054598	1935.656561
2.374285	2370.890501
4.611159	3851.256730
1.419484	1448.110978
1.189691	1174.959325
0.349670	119.018092
3.051705	2946.656538
5.750326	4818.284641
3.129700	3051.773216
4.914808	4923.446569
1.422398	1341.530770
2.387035	2688.702714
0.576962	633.247193
4.012044	3648.013682
2.996249	2778.241877
4.548718	4076.192537
2.447328	2696.841001
1.283829	1140.005130
2.165757	2030.706108
4.542901	4600.772002
5.213059	4005.722059
1.501196	1477.928869
0.850688	1011.600935
1.727941	1595.988911
4.530648	4266.638965
4.445486	3998.071398
5.641906	4568.389219
1.171977	1285.348016
1.119997	1375.343417
2.658930	2490.788866
3.705087	3245.028188
0.766017	609.014457
2.696189	2210.572917
5.789089	4857.763252
4.671116	4020.909454
1.729985	1791.383229
2.319613	2107.912604
1.296812	845.527792
3.629932	3023.742507
2.214071	2263.091656
1.750094	2136.761869
2.672128	2942.525125
3.417851	3195.911083
0.944618	852.214387
4.198726	3816.619354
0.847076	791.188359
4.482265	3724.878060
1.002514	509.769389
0.286500	495.185898
2.561841	2319.754531
1.406023	1459.502772
2.892996	2514.632335
0.720809	727.963637
2.254556	2151.982680
3.082451	2472.260062
2.294939	2895.393847
1.635645	1419.456895
2.769606	2922.248813
5.947506	4062.122624
1.326178	1553.142862
1.469398	1131.865941
3.097588	3421.682381
4.749893	4247.734261
1.664677	2044.921638
2.728394	3294.487970
4.483911	3624.799460
4.934325	4341.123172
4.670371	4912.574932
2.328551	2649.876360
1.498460	1559.265871
1.907695	1956.611556
2.145691	2290.403310
2.103184	1908.527917
0.880570	1233.488757
2.857990	2520.316150
2.606193	2707.225879
5.732109	4413.594607
4.481799	4586.323734
1.084050	985.024861
3.597066	3373.289112
2.377398	1629.355160
1.169169	1490.802820
0.847118	1082.849344
1.746478	1804.584826
3.376168	3203.641275
2.014932	1324.336337
5.110814	4349.241643
1.951757	2332.991252
4.634964	3577.472515
0.961646	893.240289
2.077646	2128.746111
5.778959	4840.703641
2.734488	2857.374906
5.280376	4714.530413
0.512518	159.526914
1.377477	1402.615006
1.699770	2124.279672
5.591753	5278.226856
2.736323	2611.307008
1.007335	1409.611103
0.452785	458.188521
1.673231	1618.386883
3.865761	3650.335012
3.933970	4132.816535
2.627294	3104.149479
5.016306	4061.553548
0.924148	853.633454
3.768616	3665.696733
4.019550	3221.439147
2.167745	1714.917996
3.691754	4036.749482
1.356709	1646.050539
2.345617	2625.169336
1.247802	1152.187257
2.396597	2286.863229
3.294739	3003.010436
0.185933	364.549550
0.798265	966.800123
2.304870	2201.650944
0.826546	848.968036
1.769099	1964.727814
4.684496	4256.731053
3.055789	3175.566215
1.417628	1711.347874
0.491623	552.033880
1.613277	1599.081100
5.590693	4729.048516
1.761445	1737.296281
1.191080	1164.853706
2.114235	2562.712619
3.649192	3737.390048
4.529832	3525.878088
0.744014	571.898777
1.703633	1602.150730
4.547295	4488.337107
1.819256	1182.771594
1.905814	2101.070375
4.494907	3628.095704
2.203353	2047.707933
0.985378	954.842048
1.560873	1929.647266
3.165635	3087.263006
1.724727	1599.540693
2.644812	2959.344855
1.614558	1877.246849
4.772578	4823.227761
3.954981	3811.820201
1.218536	1185.696109
3.090825	3491.689716
0.781536	979.837790
1.818055	2033.502971
2.663407	2520.732400
5.453377	4615.892005
3.806334	2637.238897
1.795370	1740.997299
5.226053	4497.035096
1.255352	1725.376033
4.322630	3993.490202
2.427169	1909.820144
5.333876	4958.018297
2.210083	2663.903063
0.349790	542.421086
1.697035	1882.128456
1.468436	1480.568816
5.779722	4192.064884
1.725270	2337.834159
2.105536	2291.210055
5.428662	4872.209652
4.662536	4330.640960
1.035376	1014.971782
4.368242	4117.694760
3.127043	2784.570323
0.767033	677.023899
0.379248	162.088308
5.136381	4487.871446
2.063828	2219.324395
4.017389	3805.661385
0.677433	830.432131
4.402240	3682.121731
2.688414	3018.084237
1.216715	1579.389263
1.417607	1513.678406
5.786402	4882.120320
2.376342	2380.285481
1.120990	859.936507
3.194478	3046.709463
0.741282	783.433148
3.756232	3358.705906
4.696958	3861.621081
1.177140	910.027335
2.223799	2494.321396
4.835215	4852.627823
4.103893	4095.491493
0.503356	542.036567
0.998417	1529.541350
5.800478	5402.204485
1.427401	1536.644965
2.495378	2427.552421
0.524365	748.482797
1.020424	909.596149
2.063758	1821.489980
1.280886	1665.619628
2.832773	2697.842098
5.374474	4443.822751
3.503523	3295.578352
2.837320	3058.098139
0.476809	609.534911
4.355552	3819.854592
2.804622	2985.768353
1.311586	1643.357477
3.493914	3685.722728
3.516893	3323.854930
3.045802	2750.504259
3.035872	3055.220930
2.350717	2396.162346
2.219662	2898.156960
0.466726	515.432048
4.244413	4394.802826
5.291693	5053.831216
5.330564	4703.206193
2.895637	3155.036856
3.066534	2616.254469
2.690910	2261.580317
1.901288	2238.796854
4.459102	4082.574632
0.079391	81.658453
1.481957	1418.573732
5.152555	4912.951796
1.084203	1189.819771
4.741282	4557.392994
3.946280	4023.569394
3.085628	2964.594666
3.010794	3398.767830
2.061763	1937.581250
0.463565	787.804582
2.991162	2919.999873
1.352844	1782.205044
1.244900	1424.845959
1.517412	2709.633830
1.744721	2012.362639
1.173326	1438.021100
5.757920	4329.374157
3.038299	3314.904026
1.964691	2127.884460
0.584384	806.722317
4.405231	4006.511070
1.817856	1979.077756
2.995665	2632.889249
3.834669	3084.276442
3.016699	2623.780576
3.458465	3738.848823
2.183608	1968.511745
0.610168	657.601758
4.665239	4849.274329
0.952070	999.003534
5.368509	4486.590158
3.680509	2721.648073
3.198407	3145.979229
2.547119	1945.403785
4.620586	4559.542951
4.163895	3828.325557
1.624767	1834.373554
2.007424	1733.958606
1.449732	1603.837737
1.380371	1972.325166
3.233498	2608.349695
5.121380	4225.796741
4.512217	4489.397763
1.311760	1113.481224
5.253701	4688.855029
2.156255	2419.738722
1.692507	2137.027247
1.232973	1015.419280
3.189000	2313.852511
2.148671	1777.381578
2.414221	2634.811839
1.409943	597.620638
3.233617	2915.309644
0.904483	1308.697366
4.842577	4455.978502
2.859125	2106.423782
2.191267	1933.214898
1.104035	1007.442781
2.639587	2739.394741
1.526176	1833.020218
4.344191	3955.517882
2.444745	2579.185182
0.184017	108.980830
2.015537	2314.968402
4.766406	3844.883576
1.665451	1750.783759
1.240315	1137.640860
0.676911	947.053553
1.745932	2347.887631
5.059145	4188.411834
1.576155	1573.286176
1.218411	1403.979103
2.018692	1909.785848
2.294849	2420.265888
5.227362	4873.839761
2.069180	2076.684806
5.211912	4401.057709
0.442179	576.035388
0.875968	718.968677
1.224149	1246.729533
2.002075	2367.018766
1.340664	1090.898228
4.695516	4123.025307
0.223423	125.945162
5.921917	4643.732898
1.912106	1690.103496
1.704164	1208.758369
3.441648	2815.872789
2.917031	2714.794726
1.753814	1766.962392
0.685138	972.586426
4.098924	3985.427791
3.082696	3444.118139
5.981756	4802.860079
2.506525	2772.963824
0.326837	294.090690
2.535962	2131.519808
3.227649	3276.528606
1.335803	1337.322057
2.979440	2908.154013
1.713522	1924.501218
3.245137	3218.866819
5.712020	4786.902908
4.120087	3571.243792
4.712936	3807.765876
5.175640	4641.900637
2.499431	3111.779805
1.835557	1618.018543
5.418318	4127.268480
2.950383	2904.571660
1.463902	1425.456303
1.272168	1146.523050
3.353407	3142.371263
1.946005	1710.937550
1.543983	1436.976263
1.326709	1228.621827
1.021703	1096.086202
2.278130	2387.836493
1.743348	1944.802582
2.237764	2272.678788
1.397718	1192.271803
5.475541	4488.741063
1.005886	1358.782507
5.366133	4939.943367
2.093230	2839.250816
2.325735	1712.222054
1.134361	1510.982754
2.132115	1978.666225
0.873469	912.229006
5.586583	4181.380332
1.848103	1626.157501
1.269244	1276.307516
3.695603	3188.104822
1.692512	1844.227984
2.882697	3082.250636
0.958313	1009.349103
2.174843	2167.719422
1.507941	1484.613437
3.949941	3736.080892
0.978686	1057.332573
3.031143	2660.989650
0.272760	183.040396
0.479874	391.185122
2.786640	3210.944265
4.599394	3506.743028
2.211345	2535.103028
2.040160	1641.441080
0.790705	798.668188
4.129363	4045.610843
2.294754	2152.082966
1.358132	1621.301488
4.043285	3744.791771
2.154036	1973.205440
1.008525	978.971937
0.801534	810.276159
5.587940	4190.250772
3.069107	2896.430038
1.376475	1704.299589
2.401767	2504.090494
3.889894	3223.502179
4.829556	4074.375733
2.812403	2900.244969
4.986803	4120.530299
2.127744	2541.337295
4.533040	4446.486545
0.499206	482.935755
3.262243	3060.541362
1.935838	1832.707226
3.595081	3968.906562
3.451687	3540.696032
2.615636	2918.542930
4.517810	4699.391879
4.246190	4455.191412
5.726245	4489.291925
1.439615	1412.588565
2.528007	2411.146537
3.451600	3737.448730
5.209997	4637.217360
4.610651	4749.324019
2.358603	2516.844486
2.414967	2671.510182
1.105536	844.659572
4.615586	3984.807766
1.553938	1393.270788
3.461993	3580.370154
2.962232	2877.526742
1.525444	1889.955176
5.112099	5241.429080
2.310142	2464.873019
4.866061	4087.147926
1.380559	1473.615608
1.147540	836.424533
2.828716	3463.031873
2.302632	1971.612829
1.934595	2227.703648
3.260640	3012.925935
5.702214	4529.331839
1.675061	2148.308364
2.978017	3246.790091
3.989716	3396.739288
1.546028	795.092564
1.578990	1573.689298
5.137786	4754.194638
0.936093	961.999044
1.649259	924.512057
2.594281	2857.508936
2.384923	2092.763381
3.164005	3168.799178
0.859931	768.343114
5.341201	4425.596358
1.957017	2560.955999
3.085885	3143.216637
3.617988	3978.840206
3.284468	2947.634422
3.569817	2920.112193
2.595288	2660.027378
5.374075	5243.607492
2.205431	2247.312157
4.460419	4681.221015
1.350797	1826.598003
4.058009	3968.677932
3.003915	2329.023553
4.796311	3927.327080
3.010505	2732.123820
1.386641	1590.454775
0.647421	810.989919
3.368651	3515.520289
1.389079	1476.194569
5.035565	4326.208749
5.614943	4431.076833
5.524675	4977.595240
1.245715	1777.635998
2.576376	2556.608401
5.465852	4877.175348
0.176943	155.521360
0.992472	1242.182804
2.591215	2177.665229
2.071129	2001.734351
1.138729	812.050340
2.043210	2251.550085
0.902482	1286.106285
1.588044	1642.239100
0.737605	511.723511
2.061227	2016.825470
5.572712	4699.003578
3.384627	3083.253437
1.716540	1853.652552
4.580895	4035.156839
0.613851	113.223864
1.091078	1671.170516
1.043345	752.549153
2.640727	2780.151310
0.893992	865.954166
0.677658	596.385029
5.436512	5462.321693
5.510300	4160.681988
1.610210	1640.598081
5.553215	4495.659804
2.293787	2943.201499
2.979320	2555.528848
0.667448	597.528552
2.984748	3317.842679
3.588783	3572.939630
3.020025	2563.421432
3.724573	3842.224402
2.968665	3247.588323
4.224186	3634.921004
3.667443	3597.506420
4.693649	3798.294266
4.017362	4060.318066
3.492441	3684.318683
3.576413	3244.254391
3.312432	3827.805724
1.639970	1689.240809
1.392870	1418.165720
4.058030	4295.583877
5.157057	4346.722604
4.723333	4862.281414
4.039025	3643.635734
1.973940	1911.459558
2.006908	2164.010748
3.975571	3724.562077
2.380764	2725.534439
4.705287	4238.471787
0.586817	805.120531
5.347914	4902.379436
3.992689	3789.788383
3.218122	2553.204161
1.453024	1584.862876
5.775754	5124.122431
4.031538	3460.817108
2.869954	3277.673661
2.947730	3207.238135
3.850944	3945.120090
3.721527	2795.528347
2.137202	2735.210893
1.003884	965.469409
0.856662	701.517419
2.272979	2785.929164
1.561520	1678.145593
0.797823	1042.624978
2.492844	2776.816024
5.034058	4017.613887
3.181698	3214.828904
1.014104	618.173921
3.936377	3192.959925
1.235254	1290.325395
2.442851	2195.870327
5.380772	4496.313131
3.727867	3309.005982
4.225990	4166.819917
2.367119	2409.463952
5.994123	4740.467225
1.326323	1949.477075
3.382196	3469.921783
4.831753	4362.647571
2.887958	3238.527504
5.305870	4938.440595
5.381996	5020.254987
4.675712	5191.269020
3.392142	3556.118782
4.848414	3858.557678
1.270067	1109.953506
3.075072	3157.469509
1.472862	1686.622287
0.844714	853.299818
3.597673	3474.365803
1.383346	1038.759805
0.975810	1649.258319
2.630489	2365.997059
0.905083	1116.569895
2.648765	2891.265615
3.482309	3263.304933
0.701718	704.514748
3.264750	3417.005476
2.990127	3395.387815
1.140547	1245.268204
3.387612	3255.334279
3.366617	2670.373644
2.176587	1801.006876
2.106367	2171.481852
2.044257	2162.956306
1.038027	943.695451
5.768837	5067.115783
1.665471	1610.630045
4.497231	4628.264366
1.744530	1957.579436
3.629870	3058.415939
5.088937	4454.139301
2.103913	2150.075638
1.207527	784.926549
1.618050	1510.868236
1.964303	1913.072538
1.510966	1229.331176
2.749708	2441.444429
4.495089	3485.104952
2.807002	2252.791607
4.062085	3608.355306
0.954691	985.479563
2.889446	3288.593067
0.927804	917.991041
5.137169	4692.119760
5.538831	4613.067132
1.309727	1323.185932
3.140477	3077.563974
1.197856	1124.467782
3.093322	3080.083913
1.579965	1230.194419
4.416939	4271.399293
2.742513	2453.827221
0.965243	1250.085383
1.976555	1806.690291
2.429178	2303.543259
4.631778	4083.611686
3.945245	3348.206282
2.268375	2356.218926
0.577840	461.118305
0.907025	1160.944248
2.345004	1982.472855
2.427701	2288.856589
1.190520	1485.263068
1.077467	852.813040
1.152864	1348.668892
0.382923	257.514748
2.884389	2636.441030
1.289848	1380.958750
1.614275	1699.507776
0.977794	925.103764
1.823390	1820.616484
0.867931	1147.140344
2.106824	2328.173161
2.061029	2306.999137
5.710176	5249.785406
1.667666	1777.440283
2.413495	2094.290320
1.761882	2281.601219
2.775399	3151.965397
3.649258	3509.716415
1.336753	1752.284333
4.933149	5149.996697
4.558577	3517.095344
4.216935	4166.586003
1.235634	1283.661156
1.901691	1890.830159
5.427187	4876.306806
0.237524	515.597568
1.412874	1505.744737
0.452444	173.769980
1.856310	1228.975746
3.010111	3244.074563
1.004822	1144.219480
4.639885	3706.370248
2.390676	2198.618764
1.070331	1544.125637
4.014170	4079.453286
4.410626	3779.739006
2.656863	2987.822114
4.850941	4326.492859
1.600193	1710.011939
3.374583	3535.062844
1.910285	1733.173923
3.006230	2697.939547
4.878906	4538.737048
0.541590	506.170261
0.804535	484.418541
5.209226	4438.925388
0.949547	1112.331987
0.981721	902.207189
2.215379	2297.790015
1.147877	1422.684390
4.296686	3696.570648
3.387308	2979.202115
0.600613	905.246534
1.163355	1394.991293
4.621751	4096.550832
0.475061	802.003509
2.477547	1952.584908
1.414268	2019.470908
1.373752	1477.041941
1.119018	1265.425076
2.563621	2586.994540
3.070857	2656.231233
3.104769	2811.065705
0.684814	826.893088
2.098012	2210.862879
1.863098	1964.041921
0.981672	801.080973
0.774902	647.040575
1.993103	2235.291899
0.472972	552.814637
5.439086	5002.866754
1.800759	1098.014875
5.013445	4245.489665
1.337390	1726.031179
4.437970	4116.106409
0.801785	1033.640012
1.122594	963.594624
1.057946	1001.516583
1.081760	1316.583871
3.924081	3197.361390
2.610508	2365.459702
5.014788	4019.807737
3.068063	3074.543451
2.390386	2360.595676
3.237263	2964.437647
1.847558	2068.521972
1.881544	2058.748291
0.437094	544.618298
5.415917	4820.433740
1.336360	1387.547057
2.618095	2870.401156
5.864736	4554.142322
1.094192	988.719985
1.205670	1493.916494
1.998220	2747.317452
4.078854	4071.882149
0.962279	1353.116789
5.554909	5134.145099
1.811297	2205.506547
2.397725	2454.854833
4.359567	3566.220239
4.062798	3606.178155
3.135238	2601.440966
1.965272	2311.418432
5.161350	4873.454557
2.494812	2231.324201
3.277635	3460.656587
1.264094	1342.476692
1.331324	1295.414623
1.089561	1201.829326
4.023817	3817.650241
0.813210	771.232036
1.755201	2127.800861
5.899006	4286.102702
3.234298	3016.631993
0.839905	714.821950
3.415055	3020.584382
3.692481	2791.734562
4.795848	4196.407165
0.664320	626.418100
1.094865	1068.328773
1.918309	2238.211083
2.781778	3012.869788
1.046168	1101.566511
2.032156	2025.082188
0.919461	1332.167951
1.469749	1619.898485
3.528017	2842.725018
4.088702	3942.422437
5.009185	5152.655074
2.801971	2898.666782
3.519727	3502.601367
4.193569	3355.768097
1.045906	1065.373709
3.942837	3028.979787
3.319565	2932.054033
2.539866	2484.119328
1.430871	1447.443788
3.724387	3265.145141
1.870625	1818.867627
1.513804	1427.166233
0.432783	179.297490
4.894563	4324.077309
1.855058	1991.176612
1.640216	1779.900870
0.264702	286.088164
2.060187	2057.834731
2.812634	2233.718487
4.459392	4244.248694
0.908430	358.419725
4.058001	3974.816365
2.594047	2652.340897
3.602018	3277.499871
2.857479	2838.611951
4.992326	4188.061327
2.153466	2435.975413
2.534594	2665.979274
3.370665	2691.788142
2.330746	2371.552224
3.113601	3547.039970
0.388135	278.975860
2.856463	3184.690494
1.549939	1918.126994
4.322400	3575.346997
1.325529	1332.021479
3.542839	3393.891286
4.736434	4049.245045
0.901371	1106.978289
5.478874	5138.048337
1.200303	1319.041394
3.419859	3168.271701
4.451112	3960.707644
0.374641	461.692966
5.368649	4536.534702
1.862402	1850.724974
2.636925	2264.271810
3.745253	4175.658109
1.892773	1641.924557
2.608046	2662.096665
1.195854	1524.986561
1.134196	1610.471567
5.572038	4726.828488
1.539093	1607.122626
5.187903	5236.681695
0.975370	586.765400
2.596134	2527.926725
0.619633	675.352497
3.357534	3490.090625
3.812648	3899.727369
3.323332	3458.249159
4.437326	4249.536363
1.275526	1489.278293
0.979648	1129.835457
2.494787	2364.115731
0.925979	637.765019
1.720714	1538.823363
1.035103	1152.483296
3.107307	2785.294349
0.757553	699.000149
1.200726	864.354209
5.304361	4822.766729
2.599314	2364.831621
3.464693	3323.602999
1.751107	1737.300764
1.940249	1993.933255
3.145419	2942.984092
0.975959	592.143767
1.467935	1026.083828
0.676411	619.095561
2.740524	2879.433181
1.626875	1650.147264
4.183168	4241.419748
4.367138	3465.477031
0.408049	597.248616
0.883472	1360.695465
0.827778	540.920927
1.595972	1654.459271
4.297955	3954.016176
3.165863	3205.190960
3.689592	3902.524608
0.204279	103.571979
3.845230	4100.571219
4.188966	4386.459434
1.293774	1638.144001
3.488720	3454.877671
1.383469	1689.727043
1.842524	2460.651948
0.485883	390.255670
4.040702	3598.149602
1.618576	1946.601043
1.010368	976.426589
5.262257	4426.709813
1.607226	1493.627534
3.697014	3430.694628
4.692083	3849.518093
5.279498	4995.302075
1.931097	2343.357247
1.453410	1827.211498
1.037653	1630.279514
2.593869	1859.735475
5.227649	4277.009017
4.533648	4299.696548
