# z_cadidates 	 DM_EG_candidates
0.497584	179.382967
0.275277	130.429880
0.691494	908.580321
0.395307	285.495503
0.648038	812.059144
0.854826	1232.976153
0.546671	879.233151
0.746769	639.150316
0.120396	226.242043
0.263489	209.495269
0.131051	34.473592
0.132612	83.494735
0.225113	177.553343
0.179184	115.445884
0.459592	401.563437
0.327344	5.581788
0.059193	112.926945
0.329162	506.340369
0.189550	242.778116
0.165535	267.948445
0.283178	120.789477
0.733544	755.845087
0.120063	89.000781
0.061655	65.692644
0.067146	44.858409
0.088443	278.411705
0.514408	524.399171
0.057988	167.207760
0.415355	244.314225
0.595154	670.190617
