# z	DM_HG
0.682053	19.060603
0.277106	22.562077
0.298100	3.380982
0.573850	15.999378
0.260502	13.426946
0.362383	2.917818
0.442128	21.814094
0.407930	2.757926
0.819296	14.255247
0.154526	4.069171
0.074830	12.580800
0.187564	2.995846
0.436195	45.173897
0.149580	4.202801
0.580017	26.237340
0.436996	31.565403
0.445363	2.960287
0.746613	4.374935
0.978661	15.521672
