# z 	 DM_ext
0.243559	226.873104
0.166851	191.534977
0.160762	76.049917
0.123925	88.429798
0.106833	52.739637
0.112049	182.876053
0.030397	56.735549
0.392514	549.329325
0.019621	35.193949
0.063323	61.506103
0.217608	503.720870
0.118494	82.148614
0.237417	204.702957
0.082775	141.799322
0.085110	48.963391
0.089905	52.162695
0.222441	416.280917
0.164163	139.121305
0.176403	233.641263
0.005707	17.776712
0.090202	263.140118
0.025421	28.016762
0.162472	64.332380
0.285909	387.543859
0.052195	50.887175
0.276839	329.601880
0.034543	47.699725
0.054839	96.407720
0.050739	87.882203
0.076263	168.482374
0.106340	75.956155
0.121476	159.114144
0.042032	41.345242
0.061459	60.599292
0.226138	28.009962
0.218839	258.392595
0.030260	103.186171
0.344669	460.806030
0.081181	63.594318
0.051787	95.088448
0.015862	22.215039
0.021738	64.984105
0.050244	117.122590
0.412835	349.039474
0.050102	5.149587
0.239699	203.230630
0.172315	102.723779
0.349604	412.297302
0.026948	27.326600
0.228543	59.055415
0.344783	395.814641
0.400069	605.130179
0.089370	101.716808
0.052734	128.827070
0.504821	352.451399
0.114012	106.245652
0.016690	19.985039
0.156295	443.456715
0.090680	28.877660
0.050580	63.120584
0.115783	25.785650
0.091475	188.743926
0.015428	37.875838
0.145745	249.552355
0.036777	73.226400
0.105611	254.423369
0.562201	197.793687
0.422109	306.034310
0.577268	702.156578
0.363188	414.424401
0.052817	97.598319
0.025866	40.820500
0.348562	402.932821
0.021894	68.956414
0.046783	126.837793
0.292550	75.459983
0.151306	144.100522
0.038839	75.408584
0.138430	118.139641
0.148459	33.219073
0.138983	146.939857
0.510074	924.263887
0.030966	13.265559
0.086075	168.611072
0.004277	9.650177
0.140579	181.129789
0.290207	252.168719
0.353053	326.483882
0.016283	47.821736
0.175632	413.832498
0.410308	410.996582
0.051785	92.673954
0.215728	254.041171
0.000571	15.114351
0.101898	42.540930
0.084452	170.359047
0.115709	113.874198
0.496129	422.979826
0.222423	516.922364
0.020636	9.010920
0.176548	124.046602
0.332203	506.769849
0.045719	50.240729
0.263337	295.079890
0.647155	330.712009
0.018889	64.761202
0.293954	160.301089
0.501212	415.237608
0.064281	29.494326
0.320831	355.529875
0.085846	243.796446
0.124773	121.724497
0.194765	88.911780
0.450292	428.066869
0.077043	245.078485
0.034036	4.408125
0.434404	486.077532
0.296476	378.041157
0.217323	350.826586
0.343526	452.749903
0.087717	20.966060
0.219799	236.239210
0.533036	285.299267
0.065257	109.667100
0.322107	160.687166
0.101666	27.833226
0.418456	338.632885
0.492717	795.030806
0.128926	202.262960
0.188463	8.240350
0.051539	43.955025
0.239545	28.350787
0.017676	37.510950
0.236204	319.313385
0.276771	385.709995
0.177764	285.871829
0.058087	160.296247
0.484074	458.612465
0.057370	141.552526
0.561855	698.117767
0.173118	190.953548
0.362070	647.008213
0.061645	186.790365
0.276727	470.243445
0.333581	220.489430
0.191957	133.694733
0.145224	295.991547
0.508766	496.036185
0.050248	132.104658
0.167635	233.831103
0.172976	301.735588
0.167590	47.505665
0.020582	25.914047
0.485507	841.740610
0.431012	438.927676
0.102997	181.509310
0.503558	664.887535
0.090425	46.229554
0.101064	68.787118
0.170687	256.967942
0.058452	21.856919
0.073621	74.892015
0.297104	513.178386
0.020059	45.655947
0.172576	331.890136
0.285042	225.865152
0.252621	309.645063
0.483461	409.025022
0.025480	14.215366
0.007043	36.145975
0.070172	49.516268
0.122910	77.301837
0.301600	461.182450
0.285365	424.162846
0.066577	239.592231
0.026000	73.947239
0.083262	23.934142
0.230597	234.160052
0.161030	199.558436
0.180737	37.349228
0.055617	28.836962
0.167909	234.231776
0.018210	31.853321
0.083691	31.735708
0.026310	108.212131
0.065703	53.227276
0.269677	451.289206
0.034964	103.350299
0.074183	88.740175
0.067881	75.541309
0.154397	112.446107
0.069924	161.560311
0.097276	53.898952
0.018720	36.456936
0.250677	346.647940
0.265264	204.843668
0.226960	513.136812
0.020785	54.710164
0.068583	9.898762
0.297995	277.530874
0.170763	149.692209
0.475256	731.609640
0.417505	331.099550
0.135684	447.104175
0.066651	39.560693
0.285353	198.316428
0.312626	383.073281
0.168092	79.612476
0.056262	141.469698
0.223629	106.106210
0.233538	535.572679
0.276892	447.676503
0.076248	184.170180
0.221459	215.389985
0.013526	19.234564
0.302300	289.374566
0.161725	421.674607
0.063709	17.356428
0.458837	412.833037
0.090081	251.835208
0.163511	152.348322
0.073394	99.490731
0.146067	194.466964
0.237581	423.113150
0.081107	63.691722
0.113621	297.236187
0.297164	235.980975
0.004669	17.402350
0.314528	250.347586
0.372532	155.326780
0.034656	76.151671
0.008347	13.153989
0.022062	24.358252
0.042951	48.779161
0.026797	42.027079
0.255692	177.313469
0.121832	83.087888
0.192920	199.703596
0.345356	95.680714
0.282345	337.497808
0.549975	748.048914
0.407160	536.793085
0.107685	133.134389
0.223640	251.432011
0.566761	226.952716
0.090051	211.726287
0.242353	335.081151
0.269949	213.259823
0.036878	35.526017
0.009387	22.284450
0.048938	72.387372
0.116470	61.092140
0.362067	347.457014
0.088149	142.149702
0.039996	42.983157
0.039356	61.653078
0.032365	22.374935
0.310751	113.996596
0.294941	266.434524
0.104949	177.888393
0.028146	21.635470
0.227601	333.511922
0.619226	746.862138
0.022543	34.869302
0.153943	370.486912
0.280725	488.748585
0.586142	649.330337
0.005076	11.101715
0.249701	185.850854
0.575817	878.545756
0.312585	550.190485
0.066368	129.228589
0.161294	67.590004
0.355935	453.218048
0.379121	292.123326
0.307493	185.803044
0.178575	263.255850
0.129003	310.993627
0.404277	208.736799
0.230632	125.562985
0.167398	104.165647
0.058391	193.109054
0.053500	104.982683
0.133619	193.672394
0.266038	277.339795
0.247961	274.781109
0.233543	179.891970
0.157409	90.587268
0.372430	509.894376
0.439412	443.966123
0.032339	28.903743
0.072773	118.154546
0.124262	75.406218
0.128333	142.957109
0.052025	34.414955
0.381185	528.427778
0.052220	68.338542
0.403080	385.089926
0.042356	86.601890
0.350957	419.515405
0.043733	66.134218
0.004167	12.048768
0.084906	227.240129
0.016418	13.683104
0.178749	256.145667
0.269724	506.897892
0.418061	350.047980
0.116838	39.252110
0.108967	75.140599
0.086349	74.130626
0.160963	159.666352
0.298471	333.382665
0.208984	294.397135
0.082292	196.718424
0.152503	166.923925
0.026093	53.500130
0.120713	55.056395
0.102602	91.157159
0.421028	240.007811
0.179024	257.933492
0.122614	261.030035
0.142219	280.492989
0.120634	96.178060
0.035503	40.260646
0.293334	211.783066
0.001087	7.991732
0.083989	36.358649
0.056637	28.788568
0.086399	57.203515
0.287200	22.824443
0.123877	20.109156
0.144576	207.336166
0.271894	324.235877
0.253454	478.812547
0.236083	225.730342
0.147182	142.402977
0.398578	162.047126
0.054121	35.900021
0.122747	182.596842
0.089157	69.225809
0.094919	175.245196
0.045003	96.036491
0.328584	463.909904
0.260451	361.894348
0.118851	180.741117
0.222567	252.166209
0.347094	432.012756
0.564417	642.666879
0.021945	14.221131
0.127897	78.968975
0.439574	427.157491
0.203493	23.770422
0.320190	524.602196
0.214332	148.158632
0.114002	34.953871
0.292012	270.678979
0.593799	799.149836
0.145519	136.235478
0.137888	90.987070
0.073376	104.721039
0.081175	112.232365
0.019200	38.758107
0.023254	62.104725
0.217982	298.835423
0.029533	1.042570
0.159348	15.348879
0.094365	281.117762
0.023475	23.023378
0.620672	519.904635
0.042701	87.948814
0.085319	129.401533
0.376571	373.970858
0.033618	12.818204
0.076470	20.825155
0.030690	61.125561
0.371791	191.549106
0.028635	32.800452
0.247081	395.168660
0.130038	283.044709
0.071107	167.358197
0.126775	242.943611
0.086850	78.780379
0.053807	178.208540
0.006030	23.307201
0.032511	144.955083
0.178443	63.489231
0.102353	15.574304
0.242389	238.701538
0.158806	277.886872
0.217897	206.557516
0.024981	70.918444
0.142793	127.268864
0.011486	3.094132
0.357591	493.039445
0.298493	360.595477
0.108362	115.775928
0.287716	454.267216
0.036348	100.543051
0.064177	63.089182
0.348404	525.662210
0.113272	95.947263
0.034369	72.087795
0.173608	95.375826
0.408013	318.363332
0.481304	490.136311
0.270336	215.087820
0.086521	32.114997
0.424533	454.492334
0.218019	269.761977
0.056966	39.683476
0.157610	78.917011
0.039202	26.280933
0.644639	279.524537
0.100833	91.049547
0.041372	37.569256
0.124781	279.043472
0.360159	232.839465
0.210207	62.079253
0.321266	311.749643
0.130431	67.846548
0.102338	41.438939
0.159917	244.420202
0.019573	31.790180
0.056794	20.856126
0.188754	189.869041
0.365255	122.825748
0.033318	31.630742
0.363668	327.665079
0.091977	182.543283
0.377269	487.402550
0.598714	889.629952
0.053848	27.403145
0.273251	320.490265
0.171006	27.031149
0.078128	167.417509
0.061106	60.255566
0.159897	45.616971
0.043913	40.293505
0.118780	88.822602
0.292882	427.537927
0.017134	10.726654
0.036980	56.583892
0.053990	121.594297
0.215042	320.072622
0.329339	606.115127
0.155125	22.459764
0.277312	232.409697
0.198316	180.524599
0.650379	306.365249
0.029305	72.356012
0.027411	50.588430
0.000620	9.197882
0.016502	26.390785
0.054332	158.749750
0.145987	104.870464
0.146591	124.612247
0.215762	442.731464
0.130882	33.166040
0.141235	247.048364
0.215562	294.064598
0.575243	865.314762
0.432796	239.301044
0.021420	78.341424
0.021414	5.900920
0.099895	94.406271
0.176099	53.892624
0.249074	71.498185
0.036346	114.838346
0.011489	34.535401
0.414458	457.935513
0.285896	129.356682
0.135918	151.560689
0.104120	96.533543
0.323064	237.994386
0.027230	44.778230
0.203412	311.794304
0.291542	280.684004
0.129834	154.708147
0.035829	64.322541
0.040539	21.195001
0.084869	169.459254
0.130898	241.661925
0.040192	54.715146
0.317128	231.667907
0.183745	193.789583
0.014052	8.313817
0.194989	286.457013
0.374632	311.304240
0.249730	216.298576
0.574799	915.897260
0.008457	20.863424
0.064322	135.928558
0.222778	303.049838
0.080215	74.102423
0.126858	61.226737
0.603702	796.416758
0.431447	575.751566
0.245888	129.905124
0.157664	116.549336
0.251733	374.888431
0.296473	621.542887
0.081936	179.444230
0.338993	416.867499
0.216452	398.898141
0.212543	167.911930
0.138173	27.093956
0.247326	210.827518
0.375428	702.416514
0.041657	140.699641
0.404250	163.747730
0.033012	50.064184
0.335416	135.824667
0.113469	194.773739
0.025747	27.662016
0.066104	180.872928
0.072407	25.281111
0.267078	392.660758
0.136515	122.679007
0.214192	150.565272
0.317144	333.981206
0.245852	278.325161
0.322537	275.528586
0.058446	106.745407
0.101183	151.417402
0.045263	18.324464
0.108743	161.759243
0.048881	100.773052
0.072678	30.936694
0.060284	115.691968
0.165156	266.582201
0.502540	751.515180
0.007395	28.317752
0.090497	154.249100
0.286787	421.815374
0.075322	90.079174
0.044439	78.644564
0.093312	93.725311
0.083742	81.977778
0.062430	91.153734
0.105585	51.577696
0.384024	338.188294
0.165131	122.832971
0.595352	478.157776
0.036457	47.648282
0.464609	668.467743
0.001795	8.623907
0.290209	385.582129
0.659000	553.037741
0.623949	426.637542
0.063303	186.805179
0.330322	400.284385
0.428166	234.006788
0.274583	329.465013
0.079605	44.598813
0.051678	142.058250
0.115927	85.201551
0.315596	464.041257
0.090093	51.377103
0.118253	150.576427
0.121441	282.738754
0.250376	195.974991
0.143119	37.840471
0.064751	104.290588
0.061959	36.662761
0.485183	615.334177
0.331383	388.687542
0.248563	201.500966
0.168291	234.948711
0.434583	322.905104
0.065989	175.348574
0.073991	64.583071
0.297734	425.220677
0.435397	352.889573
0.146363	228.133179
0.215356	39.682163
0.010223	21.963818
0.162076	52.479082
0.113132	114.950658
0.226095	211.915147
0.183403	148.772827
0.038436	133.521002
0.332589	229.953184
0.258929	389.030262
0.099250	109.482859
0.018497	20.891301
0.604552	470.333550
0.145985	197.455696
0.225292	177.391506
0.060870	130.715204
0.269370	543.808480
0.165800	110.167697
0.192285	96.541798
0.034262	39.401500
0.172867	174.745612
0.032721	41.732370
0.252540	522.077457
0.262701	378.121363
0.168354	381.318174
0.144839	125.514515
0.213919	162.509932
0.047773	58.697926
0.088527	113.507860
0.250768	372.046140
0.353029	552.332451
0.109183	129.248700
0.316423	249.378167
0.499060	443.612354
0.227122	302.661976
0.054017	92.435298
0.044934	54.547538
0.078059	49.180380
0.288073	467.432851
0.113566	200.628145
0.061300	26.590435
0.126214	115.216779
0.192792	217.861050
0.245245	244.745931
0.019715	38.243967
0.061744	112.932175
0.144040	35.167858
0.235051	231.438671
0.291196	246.253687
0.379470	174.946717
0.048769	66.796763
0.149203	83.156740
0.147406	121.043241
0.332006	352.500100
0.328030	637.313666
0.045425	104.068667
0.026708	37.492846
0.095630	95.362065
0.022358	33.796132
0.054004	26.759256
0.452255	292.926303
0.012759	10.599132
0.014860	34.840080
0.026274	53.832131
0.350217	414.010884
0.209126	474.731428
0.048342	43.205998
0.008952	63.881396
0.015681	26.244488
0.298994	201.621562
0.086719	225.517845
0.248895	246.089152
0.110653	103.317549
0.072095	50.243052
0.109732	75.671140
0.089166	273.804649
0.101609	75.270145
0.087994	262.073478
0.074951	75.668313
0.111477	71.480415
0.049955	49.472099
0.091595	104.006610
0.146261	114.354864
0.126862	194.444221
0.056476	51.232730
0.215371	372.518400
0.213765	365.666720
0.149539	151.783580
0.177175	265.644500
0.136175	258.136755
0.127649	165.148044
0.020802	21.671451
0.158418	163.935800
0.334051	521.540872
0.177524	157.577446
0.099943	85.043591
0.320482	191.731062
0.177761	166.000227
0.055513	23.983490
0.319723	253.957308
0.078723	73.490254
0.032671	32.811672
0.046850	41.218939
0.069927	105.788120
0.018874	68.842211
0.448046	395.783087
0.008481	16.590283
0.241741	175.546868
0.186782	331.306846
0.174565	188.772404
0.213171	99.606234
0.111805	172.258131
0.242804	145.679708
0.123448	25.322193
0.088473	73.926652
0.023097	25.140961
0.194794	241.179722
0.198500	202.580175
0.135816	207.879731
0.293180	318.699286
0.396681	385.140077
0.074129	102.790648
0.251449	238.076797
0.022383	4.546975
0.146664	211.130096
0.112874	292.179510
0.300910	283.842527
0.081704	89.606024
0.415212	139.279687
0.105608	231.944202
0.023070	73.528612
0.010569	40.873733
0.275614	111.797428
0.018832	69.098971
0.222262	48.276362
0.270784	278.898577
0.054300	80.635631
0.182489	307.754114
0.539241	699.317359
0.115871	207.843019
0.013109	38.537419
0.066573	91.712824
0.598146	783.503987
0.291100	113.122947
0.028121	35.516261
0.387799	101.539918
0.407333	648.795030
0.082942	234.167752
0.021665	17.752561
0.358316	385.773998
0.056269	61.739090
0.275616	227.279135
0.058195	79.086142
0.054910	26.332712
0.183053	115.988818
0.046808	80.072578
0.131492	23.915842
0.418939	509.667873
0.015264	24.406313
0.309621	489.884257
0.168797	209.994435
0.215989	291.698567
0.152793	59.128244
0.470308	368.110639
0.204303	554.736309
0.091841	95.389646
0.169459	149.548290
0.085992	197.821200
0.060208	7.382887
0.383939	412.116123
0.086534	54.992616
0.009164	31.495097
0.218276	126.689494
0.092612	34.561352
0.549647	523.335727
0.254487	370.925702
0.526780	868.754160
0.303141	372.438032
0.393142	362.887211
0.206772	309.773453
0.321973	339.845489
0.049685	60.346033
0.301796	177.798998
0.020929	48.098586
0.132006	163.533147
0.070420	216.355888
0.184170	300.859002
0.083853	128.850565
0.022381	46.354361
0.018993	28.440694
0.025859	13.582323
0.189162	207.818069
0.196428	363.279417
0.083491	174.480639
0.225569	264.510651
0.118052	108.381424
0.210003	25.445462
0.141189	112.722559
0.312625	686.712339
0.048486	93.741767
0.005995	15.751909
0.119390	193.536297
0.157330	240.268900
0.034448	63.926428
0.044235	65.373449
0.248023	257.341525
0.254271	418.047172
0.113578	112.012855
0.011758	42.859544
0.238950	373.194613
0.155518	257.900172
0.072233	59.549079
0.343332	229.253496
0.132475	128.138253
0.241915	431.540827
0.021259	57.225173
0.017708	5.852804
0.591957	517.972424
0.251442	482.585968
0.473197	367.292751
0.321488	629.587934
0.192638	202.129042
0.658467	1008.832982
0.172336	160.432555
0.121087	136.522108
0.321818	287.439652
0.348661	560.088113
0.220961	172.883288
0.072129	121.345051
0.320545	329.152676
0.070393	199.343322
0.146098	66.602056
0.043984	53.191185
0.048193	23.244092
0.117176	163.831163
0.198694	234.091954
0.638227	340.922836
0.062948	157.947485
0.151668	137.389543
0.124227	149.100491
0.206395	190.736885
0.098518	124.750418
0.255985	31.925595
0.039978	101.870975
0.138024	120.551070
0.195540	299.611101
0.366993	167.196547
0.260492	280.248091
0.134686	296.227807
0.048287	63.990647
0.057984	55.985156
0.024806	29.595369
0.066281	158.041616
0.017164	18.828620
0.193384	439.532076
0.133753	86.675321
0.105215	116.334956
0.120095	133.056141
0.071701	18.623633
0.004589	16.464061
0.322403	413.907714
0.080347	155.154489
0.018563	31.869635
0.432927	617.593264
0.091358	167.940705
0.088725	92.298338
0.215999	202.102621
0.072227	37.488019
0.016420	13.547713
0.063375	115.409101
0.172433	191.208725
0.062758	103.246702
0.045430	93.606749
0.031068	27.522961
0.197788	185.586118
0.167571	213.847354
0.223600	79.196458
0.105916	220.270060
0.079219	92.382430
0.048748	96.061102
0.092249	332.084277
0.009768	15.450553
0.180614	111.111120
0.082436	55.280904
0.357631	135.740006
0.125522	209.031235
0.004249	8.882758
0.157902	83.347051
0.197141	272.439726
0.281000	230.161475
0.042963	68.708451
0.110969	120.483181
0.046132	57.147790
0.250951	251.518680
0.046945	42.719011
0.104933	214.136926
0.271192	109.907232
0.248285	78.934783
0.154941	152.415965
0.395740	253.898266
0.269845	370.534240
0.063755	72.082891
0.017579	16.792484
0.039921	60.459860
0.285955	192.554451
0.194845	142.838420
0.399467	433.995608
0.215404	365.249326
0.275632	242.857754
0.178023	157.791971
0.060692	139.695315
0.056988	16.024148
0.040512	43.446304
0.060904	104.875150
0.408392	458.369476
0.243871	129.853750
0.107733	140.652270
0.200832	234.443195
0.197901	225.343761
0.439383	504.350718
0.095984	146.548390
0.167728	161.715084
0.277617	86.204035
0.059920	49.005720
0.471815	680.571149
0.265352	333.907653
0.039978	97.227595
0.611490	949.900546
0.396449	523.638458
0.235224	310.977525
0.005956	13.286104
0.074627	58.448744
0.156157	349.499030
0.168679	195.632488
0.143526	87.452129
0.025146	15.690575
0.101456	190.311454
0.113335	76.197863
0.003422	10.012414
0.233527	230.311387
0.122293	254.536165
0.237577	214.910927
0.041175	102.406347
0.189581	318.407977
0.192875	340.554041
0.358936	403.318131
0.421508	520.887018
0.234809	164.422855
0.062588	23.352160
0.059638	81.064708
0.417726	59.578819
0.029276	49.335888
0.074017	34.077060
0.218637	83.140296
0.503177	732.816575
0.537919	625.887098
0.183414	249.969970
0.131481	140.228593
0.049580	68.714126
0.000876	25.892202
0.130500	158.193826
0.028307	43.318470
0.210830	123.406247
0.143735	113.268651
0.006220	8.008642
0.108068	100.680271
0.016667	51.366427
0.175138	295.576850
0.256250	223.450366
0.086709	95.087551
0.400239	753.243945
0.178394	294.888779
0.139557	83.201637
0.142095	98.950014
0.108026	57.271897
0.103464	159.109641
0.026953	34.879721
0.477533	564.759359
0.106504	181.091357
0.537956	755.447414
0.251958	204.701487
0.117972	73.705734
0.156077	280.698777
0.256240	230.685539
0.327944	528.903023
0.137084	91.570625
0.303101	513.372020
0.247852	245.860615
0.258360	141.124940
0.303880	340.694742
0.069772	162.107155
0.433691	425.167935
0.195306	111.535862
0.327152	360.918359
0.136683	243.400214
0.172875	75.178613
0.069472	11.813405
0.035382	8.047536
0.113082	76.121074
0.266737	18.085806
0.072017	99.442476
0.012974	37.048824
0.374219	488.553742
0.028848	59.752661
0.189421	144.091082
0.592247	759.540930
0.119153	150.184424
0.379051	567.835528
0.192056	207.668379
0.043247	64.740731
0.108636	151.585131
0.079799	34.336329
0.366640	680.149873
0.572979	708.409484
0.091430	160.624837
0.013803	26.690445
0.166876	53.852783
0.047386	63.712248
0.034146	87.338611
0.062919	68.811871
0.057035	105.313826
0.210002	331.189179
0.257643	191.171318
0.187328	106.530642
0.047089	124.361537
0.048924	8.353052
0.130022	107.185047
0.097273	96.688217
0.144321	201.805142
0.203419	559.634413
0.128390	123.607147
0.239533	482.363188
0.173036	150.607894
0.249989	334.711408
0.031107	32.656225
0.010149	15.878565
0.044995	132.327754
0.345179	289.615248
0.174222	93.022037
0.070365	92.766414
0.058347	77.011653
0.264095	182.556635
0.178372	357.851935
0.024011	44.298498
0.023632	39.154243
0.242562	607.562952
0.067236	32.222472
0.015218	36.020093
0.014728	19.228305
0.210222	134.011253
0.071594	94.305398
0.282702	369.309175
0.149027	218.918089
0.087155	20.835442
0.139918	104.263730
0.638976	757.678594
0.041210	109.278210
0.393771	472.205643
0.245287	173.582612
0.075901	99.810683
0.245117	321.503329
0.167559	69.122988
0.125859	148.262182
0.096414	106.720981
0.328596	294.294672
0.144789	197.033930
0.045792	85.378563
0.134869	348.196977
0.016422	41.186270
0.067709	93.978829
0.237809	117.078845
0.038184	58.777967
0.094062	38.278197
0.260079	141.006309
0.017766	21.442062
0.264384	331.146148
0.248144	278.696078
0.102056	186.207328
0.047848	74.735208
0.142973	171.319838
0.238425	122.198913
0.053083	113.763449
0.124447	14.772718
0.019350	47.585550
0.299178	188.666727
0.556643	731.547270
0.083044	175.577656
0.061554	120.136480
0.356074	202.805427
0.350543	431.163637
0.271155	351.652837
0.029182	14.839978
0.118616	111.779299
0.210662	92.000341
0.083591	132.301936
0.344384	228.518291
0.065001	55.541880
0.010824	6.176326
0.083219	103.579793
0.193358	63.955133
0.037335	103.743720
0.174905	18.940215
0.117913	39.523246
0.546697	638.231028
0.308322	528.890780
0.026384	72.781695
0.407755	193.681314
0.004612	6.988976
0.331642	352.365064
0.009707	16.511128
0.260837	283.887001
0.177114	195.194815
0.196941	233.559574
0.003025	12.850869
0.244232	177.457725
0.010682	19.934344
0.548128	546.729831
0.060254	69.792685
0.091164	157.584779
0.402790	693.485319
0.147936	282.034012
0.150519	198.696692
0.220440	225.878728
0.041079	50.400008
0.059202	143.638632
0.155410	89.257243
0.580780	652.589661
0.282390	318.700944
0.435066	546.989681
0.345570	212.996766
0.270217	347.535129
0.116479	155.650437
0.036428	18.832964
0.044343	54.019679
0.375984	459.396176
0.238332	454.066825
0.143959	68.313186
0.001706	10.153498
0.115805	65.029473
0.353606	748.515101
0.237862	364.353276
0.092983	141.707549
0.167614	80.326865
0.060633	77.039041
0.022692	46.532206
0.055051	148.505076
0.322894	301.147705
0.416005	1028.624495
0.338647	184.642771
0.304835	279.535402
0.032053	94.491293
0.103206	151.537301
0.115624	215.379922
0.077978	194.828484
0.036977	99.854270
0.176452	121.168118
0.169703	264.435214
0.099500	131.786676
0.502447	663.070289
0.082960	103.923351
0.124460	221.101151
0.017174	55.205294
0.273432	381.032315
0.403394	526.688737
0.013167	20.280581
0.221399	224.482981
0.093084	260.443232
0.288378	352.312049
0.181510	317.288102
0.181861	218.320322
0.169145	199.615083
0.612640	720.476165
0.023052	45.652044
0.276702	282.024265
0.032423	40.911415
0.294798	205.400800
0.265213	249.576852
0.053434	35.460378
0.471547	448.821395
0.128961	256.434639
0.172993	408.790050
0.384445	477.923294
0.026280	20.133114
0.222632	224.988396
0.126096	182.201887
0.485218	456.610237
0.007343	12.534109
0.185483	111.767492
0.026027	33.857487
0.225916	141.473278
0.148711	104.210751
0.166549	308.953085
0.310464	437.617947
0.247577	79.760557
0.062091	61.182361
0.003286	13.708540
0.009598	3.015960
0.065732	117.203277
0.170174	158.468634
0.134456	122.826108
0.175938	132.701539
0.396616	336.924491
0.070404	169.372362
0.292000	431.818977
0.163585	349.710613
0.431389	570.506947
0.182820	225.205421
0.560144	448.410200
0.268734	342.844099
0.358300	586.460140
0.066687	21.820520
0.423662	403.706264
0.568191	393.764337
0.240733	374.966215
0.104676	174.226423
0.368129	602.974317
0.289089	107.305896
0.232866	420.745200
0.127616	30.094258
0.161114	120.129203
0.050905	27.952249
0.101132	48.388306
0.006133	5.663504
0.122109	144.138445
0.375262	509.841782
0.094626	342.712595
0.258210	314.479405
0.127575	81.370292
0.092475	23.621185
0.034825	43.877902
0.523427	682.536617
0.012868	24.135047
0.045645	104.751139
0.270690	77.805339
0.498975	481.180206
0.073049	123.424660
0.153360	194.082468
0.195566	13.944519
0.226216	148.099921
0.401746	689.660132
0.081809	114.369187
0.280441	372.113610
0.158446	117.953276
0.258398	343.322930
0.021910	29.270092
0.095920	70.656207
0.271579	252.420161
0.030854	42.445020
0.017380	22.064539
0.006468	33.172942
0.037430	65.741747
0.080775	105.677060
0.286553	193.644440
0.031929	62.176778
0.223984	325.689714
0.115707	243.876625
0.033433	56.075104
0.194327	146.953600
0.132864	358.028831
0.121341	93.235677
0.011833	29.776415
0.426162	302.575212
0.450132	516.584303
0.346665	530.850034
0.081782	106.837814
0.064616	78.235723
0.406532	860.544128
0.082425	7.431689
0.031958	46.544971
0.442459	703.356191
0.386848	458.262911
0.143930	166.183694
0.266558	336.176273
0.160374	129.531220
0.041346	12.770659
0.084332	60.701626
0.050931	62.450893
0.294263	306.767283
0.049045	55.148412
0.275475	293.714705
0.180049	105.517836
0.107560	67.628716
0.047982	66.365006
0.189998	194.790253
0.338344	287.680818
0.007375	49.993687
0.047027	45.427478
0.443924	303.780961
0.138300	276.760055
0.307687	234.039800
0.472202	817.524619
0.106501	351.995200
0.029288	56.956652
0.004263	18.194605
0.397958	549.952808
0.201318	374.603631
0.074786	146.597251
0.214754	89.047206
0.078645	2.996249
0.312147	191.665655
0.133632	68.550883
0.040206	35.316966
0.258921	274.808413
0.023564	41.529540
0.040084	92.962719
0.392390	274.467164
0.393458	190.522982
0.380575	458.192700
0.044466	69.134753
0.199978	258.388103
0.052939	61.484422
0.200662	287.680675
0.097662	168.746175
0.206285	265.741425
0.371740	96.639086
0.145285	278.202534
0.337795	305.470837
0.244739	124.822919
0.103371	195.618533
0.559700	588.773074
0.300682	73.333681
0.214473	324.265376
0.045816	54.468780
0.095538	180.691488
0.469648	605.958906
0.141517	84.722987
0.209924	269.522610
0.446731	417.601496
0.141044	177.733660
0.071333	24.312171
0.016472	39.125040
0.186078	280.695300
0.382986	761.577750
0.154024	121.044327
0.065489	34.639208
0.341205	311.156127
0.138347	34.714135
0.021094	22.790006
0.012753	37.648057
0.139073	84.126124
0.000181	13.355211
0.075396	120.872537
0.363001	225.277995
0.423989	372.843878
0.363208	594.016313
0.142143	104.099874
0.045906	80.192678
0.397585	220.864174
0.165905	224.509316
0.019791	19.555516
0.150936	92.665443
0.344557	225.277423
0.002607	21.993496
0.114741	300.012942
0.469276	448.862868
0.141287	242.714348
0.030116	97.177588
0.310827	227.841166
0.238210	408.565866
0.165958	235.869782
0.031884	59.528129
0.189890	306.161692
0.260167	115.917301
0.019556	29.426174
0.182415	73.636416
0.102860	250.575540
0.008527	15.579476
0.108794	308.775683
0.083585	46.174696
0.122252	193.761387
0.071236	126.533265
0.012504	47.303343
0.447353	374.126969
0.087272	89.853065
0.138794	260.394648
0.030954	129.380681
0.065764	20.153165
0.213686	269.780799
0.174702	116.720081
0.346980	460.998743
0.244349	366.814035
0.501786	661.210672
0.195618	221.626206
0.020714	18.657985
0.088396	122.229961
0.310924	454.145328
0.110010	242.118851
0.186092	205.697502
0.189065	121.704910
0.057106	23.826997
0.082591	163.214798
0.167923	198.018390
0.298022	380.917187
0.022422	40.783174
0.145491	10.572925
0.416865	747.878339
0.134132	231.032152
0.220750	201.931433
0.493419	489.761820
0.165104	345.809912
0.480450	372.709859
0.089927	178.316359
0.375609	67.227562
0.185186	326.632811
0.190275	228.780943
0.222127	229.857623
0.186401	271.039244
0.193861	52.601496
0.638985	493.693351
0.231474	226.603688
0.381597	443.562903
0.055096	27.867214
0.013319	19.817555
0.015850	11.328549
0.025666	49.020479
0.490450	761.837217
0.014611	23.855183
0.120996	77.785560
0.274413	314.572512
0.075049	104.793353
0.049881	108.059670
0.093586	77.798187
0.196132	223.718256
0.099354	91.566200
0.274439	200.416073
