# z 	 DM_ext
0.073751	28.651051
0.176219	57.631229
0.033449	70.027020
0.028081	16.184296
0.601569	841.722506
0.179175	226.230103
0.356503	548.806279
0.100339	118.810202
0.027763	46.118353
0.019738	33.887871
0.041951	151.955577
0.204326	351.400141
0.013105	24.966003
0.142284	178.061745
0.231812	180.018526
0.026105	53.527558
0.318240	651.481565
0.118235	48.332476
0.053071	87.495688
0.185867	205.686001
0.179771	308.299148
0.145716	10.082530
0.192975	106.729544
0.036481	11.601893
0.271350	146.072500
0.017325	33.496534
0.243613	121.226419
0.199049	248.354878
0.132318	256.116747
0.061514	12.231617
0.077154	15.834772
0.034575	134.603502
0.176663	236.485399
0.005474	13.425055
0.037184	37.403948
0.155257	395.281607
0.120948	73.171834
0.448470	597.256510
0.097561	71.135717
0.292251	265.365945
0.147060	310.434876
0.002384	25.499137
0.027769	44.756994
0.048688	66.794683
0.085926	121.534027
0.364519	104.662347
0.106361	101.849150
0.057706	60.344966
0.310672	78.223674
0.308549	298.246716
0.119672	298.134004
0.407351	318.912940
0.099372	146.818659
0.029986	25.309909
0.289723	121.259644
0.023393	38.037498
0.149353	159.110224
0.098107	77.048971
0.348244	415.817410
0.191309	403.588065
0.463364	230.422333
0.120147	194.210450
0.033721	10.233470
0.010152	2.606256
0.314265	169.589815
0.028799	52.212211
0.622998	324.160223
0.133805	232.318275
0.089747	15.412104
0.048107	66.134269
0.056894	117.606176
0.073603	52.686109
0.205374	235.038999
0.221095	160.843934
0.330920	244.257480
0.188520	309.972686
0.121662	122.703095
0.041686	98.570310
0.215462	129.801774
0.172640	156.101754
0.071801	25.903213
