# z	DM_EG
0.079146	111.090097
0.079841	79.929995
0.054511	182.030744
0.490123	526.064349
0.100602	94.282790
0.020217	46.635515
0.435758	263.266411
0.203877	187.982283
0.658634	1092.083941
0.019484	59.483429
0.627166	685.491326
0.747271	443.251292
0.326579	459.636286
0.430588	415.711261
0.114945	294.075863
0.416476	183.269140
0.295771	175.686317
0.319638	278.859524
0.289574	185.745015
