# z	DM_HG
4.362667	14.888206
4.249808	10.948628
3.700361	14.502970
3.992836	34.330455
2.661537	27.878562
0.732666	25.545336
4.851333	2.121589
0.959944	26.484037
1.112471	37.885175
4.016083	40.482327
0.606815	54.011364
2.336792	3.028935
1.461143	23.539240
1.728782	15.347549
1.914841	32.766964
1.121587	45.465858
4.107018	22.290790
1.528202	9.982136
1.995388	17.601966
0.725595	31.548453
0.823190	23.973632
2.829148	41.953130
2.054807	13.665752
2.329103	22.678892
2.843727	11.987635
4.491092	64.297282
1.348941	51.033277
0.563029	28.262195
2.362098	24.127205
2.697870	103.627032
0.566076	25.607495
0.961650	21.317863
4.690080	12.768155
0.344882	6.822693
4.044878	20.364889
3.400541	13.294003
5.461715	3.932996
1.318741	36.632790
1.281828	65.234157
2.531737	8.046343
2.308039	50.681818
3.156259	6.453780
3.320491	33.981193
0.630245	23.688602
2.819393	88.571582
3.309032	49.848938
1.984350	31.873256
4.837231	22.014671
2.198593	98.218331
3.886359	38.995782
0.821680	38.359226
5.330136	75.381673
2.309590	23.288826
1.175216	46.858880
0.863424	11.409640
2.363039	49.038394
1.186333	20.349468
1.354408	40.262290
0.600228	12.843265
5.146213	42.871533
1.944495	111.002648
4.100512	4.533935
4.061639	19.283132
3.751720	48.321046
4.142711	31.557159
0.434080	29.248374
3.482383	52.273644
4.031484	31.428721
1.900282	21.131744
2.443967	44.395242
4.215085	34.292919
5.145047	35.873858
2.037729	6.639864
1.697890	27.349671
1.193664	44.045566
1.317117	31.474701
1.646522	39.015813
0.464603	2.178002
4.305218	16.106365
4.612172	10.508769
0.859532	31.414092
4.258690	13.467445
2.946169	54.064759
1.548896	43.843746
1.129224	33.200264
4.475436	37.895285
4.494458	18.996338
2.394215	24.490687
5.434837	4.823602
2.757551	21.902035
2.259244	41.415261
1.162539	8.569472
1.066024	11.032799
1.303683	11.597582
4.984750	10.030960
1.343702	55.000548
4.975381	24.140395
3.762339	7.731453
2.446140	90.503800
1.909097	92.177775
1.235423	60.260180
3.083091	12.457215
5.677138	27.000128
4.781932	37.368234
1.551556	28.158892
5.810686	11.973446
4.058124	44.855250
3.254751	66.619809
0.851285	52.460366
3.987261	40.656126
0.866218	11.287824
2.369488	51.975794
3.926172	12.178949
0.939488	28.287046
4.882437	31.877098
5.051912	67.786159
2.990065	20.079543
3.538481	40.529777
2.059036	98.986446
1.792740	37.183163
3.912557	15.093802
1.071328	22.212935
2.676960	8.608079
2.382027	113.450285
3.685401	47.566457
4.451869	9.078915
3.084298	27.141386
5.231857	13.102733
2.096856	9.650981
4.404037	70.842148
1.174029	33.450749
0.218371	9.714368
3.006546	30.758130
1.136371	26.214569
5.724878	15.579942
0.670335	62.507676
2.647284	21.872863
4.629300	21.755679
2.802650	23.151282
2.324365	40.031726
2.380705	20.507005
1.052174	28.018241
2.095443	16.057333
5.261540	12.348007
0.514410	65.885000
3.119395	41.574187
3.107121	29.967994
5.158066	37.105125
0.892514	4.863035
3.395462	64.763585
4.390568	23.491144
0.877443	4.066587
1.486304	22.472117
2.679214	18.309004
0.273008	31.129757
0.840811	4.341918
0.591015	20.156236
0.187425	17.979426
2.743493	57.817786
2.457578	39.507249
2.263422	36.560144
5.651063	38.905218
2.611005	55.478316
5.423171	9.951724
2.848843	41.419291
3.039520	109.776694
0.878311	91.152345
2.043766	81.546645
4.407934	15.318749
4.436532	61.672322
4.324205	32.751492
2.978396	28.666915
2.202492	67.287682
3.434656	6.469699
1.790864	31.394283
1.610018	20.935975
3.942330	34.191541
1.654561	42.100228
1.090692	60.102340
5.701435	12.370410
2.455361	109.011456
1.515720	11.409329
2.157480	57.257918
1.072215	16.047261
1.537543	34.876483
2.130356	26.834554
1.183166	28.776043
3.358735	11.243125
0.992747	36.346012
4.605732	10.411673
3.417522	26.856949
2.506626	48.868046
4.264814	6.388579
0.620940	8.329432
3.332018	17.955538
1.167066	135.517776
1.529387	77.682122
1.954020	5.532495
2.503228	52.283783
3.765226	23.772926
1.276236	33.310062
2.731647	36.494460
1.461276	7.045316
1.042141	28.983969
5.040851	21.011556
2.245304	50.143026
1.186962	2.948969
4.257244	81.966271
1.650362	27.451916
0.955427	35.984954
0.658761	18.651025
1.708906	19.619293
4.456255	22.936042
2.087613	28.351962
1.122242	19.939185
1.571640	140.031530
0.917094	17.050915
3.277089	14.385167
1.134492	9.459778
2.136073	35.241501
0.513705	15.942268
3.141574	39.164773
1.580476	16.225967
1.146483	20.846961
3.412803	41.526027
2.230467	16.475971
3.360982	14.371500
2.163111	45.048050
1.079289	44.870219
2.790238	16.958502
4.786003	18.668451
4.006971	2.233568
1.993455	55.262613
4.408607	19.004064
0.506250	49.681128
3.838449	34.413308
3.390180	61.319000
3.546726	63.286237
0.986150	31.790205
0.289313	23.757675
1.634253	40.145581
1.612539	29.547610
2.807320	57.233274
1.687772	39.232925
1.125789	27.283724
5.462456	11.708096
3.145461	21.487184
1.676576	29.523024
2.757918	23.826045
2.612600	18.656808
4.091910	6.565479
3.702844	37.316257
1.259946	75.969730
2.346029	44.932365
1.801774	13.922626
1.214285	63.649840
4.257293	1.784704
0.563155	17.783778
1.328101	79.770460
4.414004	73.202376
3.445459	30.890877
2.099135	40.630189
1.350792	27.174582
1.721956	19.925916
3.530943	65.320397
3.485142	62.053065
1.669423	9.741368
4.105297	35.966324
3.684766	67.778615
1.990434	47.864691
3.729424	15.367146
0.788778	4.996307
1.952114	29.110861
3.563794	29.934479
1.671076	97.202586
0.814690	58.418275
1.082187	29.996907
2.833828	32.623774
5.914274	13.851512
5.225443	27.512385
1.887206	37.493266
1.180018	35.876192
3.575347	28.801644
4.519005	32.621486
4.731001	11.224722
1.432114	8.608872
2.463480	17.240639
1.024425	23.977286
0.176319	16.140761
0.949045	17.209162
4.242488	17.293934
2.359325	88.466089
1.424932	3.384726
5.909628	10.472143
1.676635	31.573528
2.525612	31.071487
2.820502	8.041033
1.182147	12.154129
1.188171	58.714267
5.478243	5.488923
2.351313	25.230164
1.599718	7.056569
1.035025	60.155322
0.545581	1.990112
5.325592	22.569757
1.337988	134.326088
2.206725	77.339927
0.523531	4.153439
4.035456	28.989153
1.517260	29.331085
5.491955	13.336774
4.193939	30.416516
4.454929	9.376585
1.236665	39.322962
1.184833	21.719540
2.902934	46.585824
0.920493	20.446006
5.527146	16.728167
0.815151	29.266026
3.409515	30.336775
1.083996	54.955383
2.958849	168.703198
4.604344	15.580239
1.240532	16.480461
0.947143	18.008315
3.011635	25.243590
0.820686	72.523363
4.620192	8.178679
4.776723	14.607459
3.839277	31.431263
1.903693	51.464605
1.975936	12.212196
1.263278	60.015574
3.091569	17.426815
0.726610	1.782639
3.755991	10.896563
1.208875	36.472525
5.017391	37.353267
3.655965	47.680152
2.038157	74.758640
1.576085	17.732557
1.385935	18.486246
3.345491	13.098335
4.858053	20.737634
5.358139	20.836587
5.605642	10.301047
5.301324	26.180219
3.476154	36.291072
1.197486	34.990909
1.709746	23.213840
1.899739	21.324153
3.162424	21.688673
2.137592	88.041125
1.756311	24.187887
1.795451	86.116349
2.637623	13.313573
3.712861	22.557483
1.465237	19.366665
2.591299	40.180279
1.106941	25.500173
5.983033	2.165354
2.509965	14.871912
1.311047	6.611965
3.026504	23.925026
1.487550	33.537978
3.234198	17.813255
1.325435	20.314877
0.959351	25.997739
1.403892	72.038953
2.683140	68.715652
2.188797	56.081872
3.724197	27.437551
1.411889	29.034701
3.159238	85.357658
1.858801	21.406861
2.248330	66.443521
5.073958	25.336270
4.026592	7.854029
1.398158	19.429980
3.428250	20.864227
0.923701	13.206516
5.970522	12.615581
4.806219	21.822306
4.440989	22.323331
3.058292	26.964613
1.214572	54.219846
2.363071	87.455618
2.194259	54.574594
2.015097	23.331243
3.128376	61.339807
3.643297	10.044117
1.476552	57.549661
3.180598	22.736746
1.822435	99.105432
0.383025	3.849167
1.061315	23.298613
3.107334	71.170483
4.169356	28.513725
0.662070	7.178526
1.056965	32.011275
2.204906	34.438222
0.863530	22.742104
3.113580	15.422485
0.505848	24.760316
0.863316	10.376227
3.583400	27.562174
4.277316	1.988735
1.422632	85.632364
2.197635	50.039823
2.744477	7.211249
0.424252	11.728815
3.456202	21.902446
0.650846	18.506449
1.147853	41.356905
3.608211	20.543602
4.308230	3.849137
3.468290	34.700998
5.062969	52.605795
5.839112	1.343356
4.160723	24.006650
2.938494	105.984538
0.620795	19.619287
4.907310	19.125019
1.534884	27.343074
1.924914	44.742430
2.469077	16.287132
4.754845	13.501510
4.095508	3.846731
2.391819	43.068526
4.709859	16.767347
4.479796	7.304604
1.747190	28.611854
1.513355	76.496964
1.933971	84.748554
3.835898	21.086529
2.992359	35.088185
0.914942	35.659933
1.651887	35.232602
4.694221	27.820480
5.224151	5.844926
0.974819	33.991271
5.688190	11.971143
2.989583	15.094610
4.065304	38.236405
4.282727	2.441716
1.013983	39.421148
2.955332	27.654278
0.987651	45.928475
2.110724	46.137947
1.791724	7.088287
4.433078	31.603440
1.025622	17.812408
4.473880	14.841696
1.790836	34.199017
0.656844	43.839262
3.193363	42.983971
5.942640	10.809262
4.804129	26.043967
5.141925	9.818437
1.812293	102.149640
1.234142	22.463645
4.594263	33.722986
0.489112	60.377400
5.392472	22.961863
1.853332	4.992326
3.397628	76.181166
1.896372	64.434800
2.964502	23.463714
1.705565	2.746116
1.644085	33.572422
1.802173	59.584882
3.986795	8.053609
1.235733	48.501224
2.110461	3.089731
1.595495	5.679977
0.759391	4.061356
3.569101	145.919900
4.743585	162.179953
1.382889	24.417189
1.862402	56.224544
4.762900	16.057439
4.775550	22.256801
3.497261	59.657548
2.245460	5.778969
1.049684	85.303194
2.830283	23.090175
1.898529	32.609835
1.652745	55.295409
4.286884	14.925634
2.025640	33.380044
2.415858	36.545681
2.024730	39.535479
3.423819	2.342267
1.272292	44.978008
3.160713	20.632984
2.453507	212.661714
3.809399	13.756635
2.472941	82.643359
1.829893	41.114248
0.894512	41.993786
2.443299	51.953156
1.624645	34.287682
4.896410	28.360292
1.393684	69.423701
4.058029	10.553649
2.224902	36.697491
0.340880	21.556220
1.462608	111.040882
5.067537	17.316348
1.613853	29.445866
2.783915	39.203249
2.750890	30.876054
3.167036	59.001189
5.418816	31.203547
3.650150	13.125902
2.656719	14.081665
5.031931	43.598810
3.885751	2.079724
1.414168	15.634393
1.347408	41.052498
4.461414	5.539086
0.928673	7.164100
1.152529	28.287440
3.409358	327.386311
1.156936	9.245830
4.525752	8.958213
1.210549	27.160030
1.479227	111.192873
2.483320	43.170429
2.879335	52.630083
2.640755	46.718705
2.239106	28.041550
0.710928	27.395693
2.790641	14.163051
3.768053	40.115103
2.237556	70.039898
1.532394	41.288920
0.977832	26.774208
1.682130	117.243455
5.120232	25.694126
1.838560	47.743123
3.621511	27.708090
1.567328	50.295525
0.921953	10.590610
4.699198	30.378102
1.250080	24.116868
0.749931	27.514072
1.897141	36.537155
4.479504	24.431822
0.816974	43.593970
1.074098	14.743645
3.507208	32.909322
1.758262	34.464257
2.683716	45.920716
1.849826	25.409551
5.693022	7.763019
4.553526	15.275082
3.871559	3.926604
3.219139	5.047518
2.388607	348.046192
1.985423	36.947404
0.253626	24.174142
3.297764	9.094896
2.670998	45.007920
0.825153	7.834715
3.369123	11.535883
2.507543	105.541126
1.719064	100.607042
1.322932	1.582420
3.049576	42.985545
1.196654	9.983793
2.416602	16.827144
3.628570	21.611497
4.010586	25.011090
2.046483	20.219223
1.967920	18.035136
2.510107	60.790415
1.708447	9.078556
4.594687	26.361081
3.168157	31.520172
1.826846	34.470918
1.125415	36.377104
5.719739	20.579327
5.541785	24.981789
1.335545	16.528688
1.493244	24.712194
1.531521	196.049865
1.744165	18.639465
1.637356	52.469324
0.325276	3.394776
3.881016	39.450907
2.711575	2.690471
0.748759	6.825497
5.664066	8.165729
1.708673	58.305889
4.533778	42.412989
5.308082	6.064100
0.371753	40.068820
5.547514	6.331398
1.852209	10.301400
0.834162	15.744802
2.684752	25.008517
0.541110	21.400866
1.590568	62.843309
4.340095	23.051860
4.014534	25.875464
5.654660	49.860145
0.474764	5.255182
2.611983	20.785416
0.851708	11.419608
4.999304	45.920781
0.528119	6.151280
5.127160	20.683291
1.587397	51.939732
3.211255	20.099562
2.133005	10.101743
2.884609	10.300044
2.030823	13.695565
3.495281	29.534974
1.129684	6.533564
1.638675	28.224370
1.342686	9.405228
1.614110	112.393649
1.104657	32.527786
2.917217	23.643824
2.163129	144.259397
1.954883	29.735779
4.561585	54.479973
2.846367	19.787866
2.574522	13.020915
3.252455	57.800954
2.959834	26.927353
3.115608	6.398936
3.004739	49.474544
1.518379	31.747217
3.446218	12.855794
2.421884	7.429050
3.903244	52.003598
1.708059	43.778362
2.491646	153.611774
3.711667	20.796701
1.753194	17.790611
3.453669	21.960988
3.774401	23.414078
2.596459	6.664339
1.253729	21.724770
5.269291	27.461555
2.248803	25.490461
4.568499	21.165598
4.981633	44.948381
0.730138	18.794717
2.062880	61.594357
2.010880	9.602153
2.283240	23.661324
1.188937	14.002079
5.264994	7.640270
1.032832	75.211520
0.910110	19.651750
1.412408	63.278727
0.744869	75.826104
1.967600	62.457690
1.319175	29.418088
2.281884	97.133963
2.700558	70.095838
2.437150	115.386900
4.779119	1.215499
4.839557	29.587153
2.819476	23.100245
2.500954	4.416791
1.911449	53.333247
3.347586	38.639057
1.270537	52.042382
1.467319	47.029728
2.610182	75.678586
2.868040	65.796770
3.512199	47.843975
5.521585	11.675816
0.593850	117.204471
3.046196	116.692936
2.412252	20.102871
1.928391	104.757045
0.795489	13.062942
3.389962	9.948121
3.622957	6.977983
1.081719	8.057455
3.379434	70.898649
0.519812	3.717680
1.050116	32.351367
1.229454	24.464818
5.590010	10.506179
2.627333	6.111060
2.405859	13.522420
5.769130	9.559327
1.066563	36.831484
5.680081	30.289367
1.340881	26.603872
3.185939	161.074410
3.812753	20.959427
0.306257	18.088503
3.609905	10.745583
2.405207	65.790092
2.463115	40.526095
1.639351	74.944801
4.966370	16.045631
1.184686	3.616157
1.879130	54.324476
0.557746	8.722967
2.132076	45.786447
5.065274	18.234334
1.374626	35.643222
3.963970	26.217355
0.532288	10.753505
4.218948	8.086955
1.629173	10.083905
0.663369	6.372768
1.703580	24.190899
2.657190	23.268070
5.195202	12.866378
1.687174	5.198425
1.859415	19.767010
3.368979	38.490142
0.403834	14.862310
3.428282	10.125278
0.534139	23.158971
5.359944	44.016352
5.924330	11.275500
3.685135	31.612208
2.118449	34.247127
1.143034	56.699946
0.564046	13.431654
4.289062	33.541796
3.873864	26.430726
5.084581	22.212990
1.459069	56.407887
2.026421	35.468739
5.009657	11.674639
1.840766	15.668092
1.480107	25.619064
2.770917	68.552515
2.259608	49.952433
1.236371	18.068752
4.719066	22.207290
3.050787	52.897268
1.468370	91.836061
3.022126	16.360690
5.436061	23.095932
1.150998	4.162792
2.992837	14.336972
5.980343	2.775457
2.343867	30.118850
3.827131	7.197425
3.448810	62.384311
2.348803	67.367526
2.057003	1.484842
3.266152	206.659873
2.818250	12.850311
2.284769	41.867805
0.915736	32.692825
3.901498	29.696014
4.066133	17.232540
1.699863	40.847822
1.626277	61.458016
2.238909	39.432200
1.769937	10.641820
3.894323	10.153380
5.495301	14.623043
0.805768	7.051597
0.993864	23.873088
1.865959	4.868337
2.169319	30.918767
1.415404	3.597049
4.892618	7.641574
3.639060	4.140715
4.677161	22.952361
1.770714	80.862794
4.759105	47.997926
5.064975	13.391281
5.070608	4.952557
0.233622	17.807033
2.261287	12.196926
3.464009	52.476342
3.924962	33.285885
1.286334	14.763486
2.857342	25.137936
2.203791	55.922879
3.224411	34.371973
3.647278	15.305611
2.194045	6.311315
0.503388	10.483473
2.952186	9.149657
5.934556	17.888442
4.070628	13.571277
1.305874	29.350444
3.387718	30.110121
2.021516	28.310054
1.596108	55.847960
2.020908	26.239823
3.227603	29.638568
3.455541	67.275147
0.686228	37.427530
3.656419	3.069412
4.678808	36.804174
3.348661	33.114184
1.915974	17.136590
4.468259	34.800010
2.230698	57.679691
2.978874	25.742254
1.156636	401.066521
0.369826	23.193436
3.015475	27.547553
1.157256	49.323651
0.607130	4.937472
1.173548	16.305411
3.645050	56.190476
1.446084	30.341328
2.960093	8.291240
3.356204	13.575200
1.290334	45.023297
2.907130	2.739226
1.471232	11.375639
3.322650	40.514154
1.344663	2.124135
2.211636	12.089360
1.505907	26.869400
5.927991	4.629418
3.172253	14.581398
0.883618	6.037284
5.405137	2.566200
3.316078	28.369345
2.613453	155.085253
1.684000	18.616258
2.062503	119.003020
3.137231	60.827081
1.261384	18.321213
2.137133	28.340715
3.188782	26.748293
2.540464	46.206230
4.861420	3.053737
1.528135	37.102978
5.073374	13.021494
3.337076	16.502099
1.737112	158.656371
1.018763	10.291699
1.562452	127.883022
1.314783	19.808728
5.008747	56.611478
2.414343	33.011444
3.248462	19.118325
0.688724	25.815403
5.392142	3.377203
4.772000	24.321356
2.388014	54.229443
5.398654	7.535737
2.498453	42.560870
4.527309	26.658569
2.995042	15.399991
1.593458	29.921946
3.660130	24.455855
1.605437	71.565697
1.646641	291.577685
3.873603	35.263819
2.709069	20.746009
2.700328	16.257089
2.094435	72.793626
1.471739	7.506549
3.238890	200.150971
5.833141	1.455557
1.088791	16.191920
0.976139	14.211509
1.794040	9.966297
3.134335	6.084183
3.749921	9.839217
2.255879	24.479182
0.358691	17.930891
1.840936	17.286174
4.893537	17.757408
2.129962	49.298066
0.758831	22.004625
1.006629	33.044055
2.872079	32.627646
2.019165	49.041033
0.399741	15.249006
4.339266	17.092350
2.398434	38.062109
3.959649	4.839890
4.293295	31.510349
1.100244	34.241154
4.762475	16.746862
1.804647	58.891245
1.157546	7.444180
1.871964	47.752948
5.692239	24.688025
5.043790	25.321317
5.419369	11.213119
0.202092	9.654746
1.331373	29.009659
3.567981	24.967243
4.042145	8.844469
2.465511	34.755939
1.694433	107.693206
1.737504	10.382466
2.542714	31.497345
0.198596	15.669308
3.347776	17.361850
2.710143	53.661838
2.416798	17.448189
1.211867	10.056134
1.127065	16.776315
0.850176	14.664093
5.033681	105.955943
4.623820	12.295724
2.748303	31.011887
1.479680	22.663675
3.770983	11.711147
1.023121	28.521743
4.155935	33.988027
4.192633	30.337769
1.530355	19.716000
2.332460	34.418871
2.918108	26.423064
1.227361	3.005144
1.718669	23.719317
2.842923	28.929499
2.610405	37.451522
2.120907	15.648903
1.324708	36.602203
2.544913	58.024246
1.846144	3.286675
1.242982	50.158458
1.587120	20.435717
1.353334	86.547316
1.878231	17.808451
5.565965	15.390806
5.269688	4.868622
3.180061	72.182352
3.698402	23.796799
1.933495	27.841551
3.888377	44.859947
4.449786	31.311738
4.061134	23.363302
1.196402	1.664685
4.229884	37.608922
4.169666	19.894164
3.484308	25.792742
4.419277	40.568101
4.394904	25.368460
2.730418	18.080816
3.257199	19.381337
1.755528	47.462046
0.893090	5.516545
2.540666	40.714459
2.477291	129.371868
4.038761	12.294729
1.185198	18.417827
4.457180	31.990446
4.003531	29.158225
3.575330	94.104429
1.155303	9.964019
1.657368	2.940403
2.034291	5.389559
0.097392	35.385514
1.216225	49.936805
3.190314	39.812715
2.724261	23.932899
5.370243	19.644503
1.105196	30.911794
2.454282	54.436508
0.406035	19.672659
2.759295	20.647971
0.856103	15.098547
0.787325	154.265980
2.121323	76.833052
1.719309	62.678068
2.168769	46.151069
0.466839	18.573159
0.723975	18.546490
0.710062	35.533355
0.950148	20.505727
2.086209	71.598585
2.124140	44.121566
1.669249	232.751608
0.854378	5.029287
4.547035	17.434708
2.992924	46.501828
3.009493	34.584493
1.622724	10.886229
4.836920	16.740201
1.599874	20.123327
3.114456	14.093581
5.083509	17.424422
5.925593	19.705472
1.237155	28.764819
4.617852	44.667030
3.479547	25.049128
0.713125	80.464206
1.127420	27.775766
2.422643	31.143465
2.417775	9.388138
3.961636	14.440886
2.092986	38.994041
3.508818	40.270858
5.940972	7.247394
5.421910	35.582705
2.568725	76.763848
3.844865	154.254722
1.737178	22.259599
3.936713	61.642379
3.041046	22.119568
2.083121	7.127975
2.301646	34.231043
2.161650	7.387509
3.126439	28.401820
3.422974	22.465389
2.329724	45.763973
4.563116	9.031844
5.373274	19.161460
3.263025	58.708567
1.183735	20.379210
1.135852	40.622417
5.991946	11.688083
2.485381	27.727987
3.177472	40.683827
2.408166	105.790943
3.179266	29.621331
2.196594	29.448078
4.663704	17.435026
1.500253	26.340472
5.936236	21.119605
2.939662	41.216446
0.787644	15.749808
2.189387	12.046089
1.949432	32.350401
5.239194	9.956629
1.570959	37.225509
2.228906	24.711702
3.543770	25.051896
0.787565	36.765649
1.167328	12.595322
3.145707	51.803797
0.836953	24.842943
1.531899	34.882062
2.023455	46.885446
1.291280	6.254383
1.683415	44.359724
1.361118	31.577131
3.899496	49.090055
1.370468	24.258386
3.973304	30.156603
1.391787	28.034683
0.664875	48.994793
4.801658	3.600291
3.551370	47.915744
1.265182	4.411411
1.597490	24.221917
1.329166	28.690909
3.638483	33.595399
0.340904	39.787372
5.557377	1.854036
1.857541	27.387415
1.531331	58.422849
3.950813	14.667788
1.660612	5.684957
2.698745	13.353411
1.992962	24.824271
2.989964	13.995001
0.834309	13.219498
1.901588	10.786058
4.926812	14.703898
5.702457	83.200190
0.893785	1.714076
3.160875	35.007818
2.007274	22.030255
1.790714	18.465060
0.405337	6.803845
0.886212	36.237839
1.336343	15.881990
2.212144	35.384952
3.216633	4.787463
2.620414	92.470730
2.080591	95.953760
2.975130	11.363818
2.083796	37.067115
1.815024	23.462376
5.699949	3.571050
4.413737	19.624340
0.843293	89.481747
3.204212	9.563388
5.939865	0.535027
2.940586	14.612410
1.306025	42.979286
3.227595	16.650186
1.167458	6.492508
4.222409	5.451255
2.496098	21.510556
1.479727	57.995538
1.755130	13.296040
3.504605	12.734774
0.897484	32.049947
4.960248	26.397872
0.916633	13.570274
2.012491	45.800317
3.815054	20.570825
3.943555	47.542120
0.822753	26.331632
1.494553	27.055881
1.768889	33.248251
5.055656	20.369745
2.211245	47.346704
4.906498	20.897148
4.516227	21.773582
0.535071	83.015699
3.392103	3.822132
4.723946	31.138207
1.829630	35.101157
2.308431	39.633098
1.345972	64.751901
2.476802	81.140671
1.780295	44.178554
3.513326	48.501198
1.353438	46.196810
2.423287	19.966143
2.240441	36.637360
1.973866	0.749210
1.400604	38.890951
3.480372	13.645246
1.295514	28.308406
4.917621	17.750818
2.891577	4.354205
5.780704	22.792508
5.078390	12.565931
1.014805	5.445860
3.943642	20.452878
1.129216	26.724779
5.309290	18.428269
3.299487	1.143033
1.172569	83.554395
1.106301	71.080803
3.702181	12.282133
2.942565	32.165344
0.965826	10.791406
2.387466	53.463529
4.272369	31.295198
1.027180	13.783117
0.347165	12.622301
0.964868	60.201475
1.162237	27.078906
3.016210	36.640471
1.719669	30.941585
0.853526	52.796011
1.946610	56.091495
2.784158	11.105493
1.601906	10.877553
2.763347	150.437986
5.018008	16.297913
1.968253	93.358442
5.322647	18.671760
4.548256	40.393894
0.420577	4.749370
3.219865	46.261281
1.730047	42.250996
1.415053	91.186628
3.634144	29.979773
3.582206	123.336792
3.328114	78.994067
0.534060	20.505698
2.812420	51.757034
2.825043	28.969912
5.601281	26.574941
3.924090	11.301669
1.808731	105.622726
3.043081	56.585351
4.813189	14.188786
4.174827	18.075352
2.097580	30.162978
5.155505	35.907119
5.680110	5.121434
3.846583	27.041834
1.128132	9.417331
3.700533	3.535399
1.970523	58.273650
1.378041	11.043847
0.895148	32.026173
0.841836	31.513550
1.974073	41.763392
2.660228	70.267943
3.268623	30.559385
4.601766	34.424715
1.012342	10.168398
1.632306	90.034343
0.498654	39.014615
3.195456	17.237582
0.428460	21.386375
0.579681	34.431185
2.839123	43.571451
1.194112	16.747575
3.156700	23.217064
1.791150	77.944322
1.432560	6.053815
3.789231	17.962460
3.661060	36.443586
0.655803	6.284882
3.552555	41.475748
5.369054	8.430017
2.261903	38.631762
2.520961	16.458100
1.723834	42.169834
3.812452	49.748148
3.817398	30.725055
4.827932	28.683496
3.545398	20.676427
5.748422	14.827785
5.637896	19.993041
1.994044	97.064589
3.534132	41.450621
0.390966	12.589197
1.904376	27.629370
1.993907	17.311434
4.308656	33.917902
1.481721	8.469568
1.268335	31.194209
2.214385	52.006692
1.314955	46.066532
1.127139	22.332626
2.263991	24.473552
1.480579	73.297909
0.922088	17.996053
1.418271	35.171008
3.701512	8.518462
0.870548	24.442813
0.813820	29.692046
1.994550	15.495817
1.078496	32.934666
1.910746	24.960936
5.060948	14.119873
1.023056	44.245356
3.512859	51.282032
0.729613	14.059979
3.908027	30.975648
5.254748	26.381411
3.911294	26.907291
4.739340	5.299177
3.662615	2.762961
1.489214	45.925837
1.325747	18.098871
4.905989	46.518769
0.490528	11.970531
2.557933	18.314508
1.715765	38.815743
5.023140	36.906323
1.090026	82.447860
1.837723	6.366236
0.823374	40.424395
5.286073	39.540517
1.714105	94.394764
1.852727	72.897962
0.656819	34.390612
0.843273	31.441134
5.230112	29.064356
3.093285	5.951404
2.914433	26.446016
3.985583	27.039142
3.003830	41.822774
1.413568	28.943959
5.031884	15.885028
1.384437	15.549804
4.230574	60.930896
1.511805	16.469151
1.414714	60.461802
2.750716	30.348775
0.974201	10.873441
1.861614	33.032499
2.396162	54.786614
4.825857	37.341971
1.894636	66.293305
0.568778	36.180227
4.210097	49.200114
2.932325	39.008042
3.284732	29.859379
0.790874	22.569008
1.132913	34.205015
2.593254	48.461060
1.223497	57.857729
4.207406	9.212279
0.440744	25.389160
4.204158	21.233840
2.223454	9.161807
2.795679	32.057402
1.213117	42.579481
1.915361	11.425101
2.725865	28.725159
1.069668	65.386285
1.921463	16.592674
3.257649	76.591366
4.935515	46.355666
1.424161	15.765130
3.779385	45.954838
0.946854	101.124998
1.173956	48.284062
4.151569	40.394596
4.565654	49.262394
2.567504	16.052857
1.093988	13.574973
1.160610	6.455848
5.373958	9.570793
2.629409	12.871293
1.626313	69.904535
2.791292	6.808720
1.495755	62.607897
3.653283	72.264786
1.116343	13.637958
1.479564	34.089185
3.516911	33.715467
0.600104	75.430507
5.936593	8.103471
1.704489	25.433397
3.386181	43.166093
0.759370	1.092201
2.686019	20.278527
2.537504	7.257166
1.448522	36.981996
1.759200	27.237003
4.452863	25.324121
1.338218	10.797305
3.339635	38.889454
2.161939	127.611640
2.419281	21.896100
1.838506	120.717507
3.963119	16.024624
0.233108	9.019127
1.137108	23.494631
1.799089	84.577995
1.245435	14.775644
2.585012	75.668741
3.342317	17.489294
2.790613	85.236210
2.345456	16.077637
3.350436	78.376380
4.796157	11.135231
3.326134	33.959492
3.214149	35.339581
5.157693	6.344018
5.505132	4.315654
1.242376	50.195392
1.686371	91.571345
0.329444	19.505452
1.786160	100.097900
3.551200	8.980890
5.701926	7.074370
0.344817	50.134952
0.896467	30.712671
2.489644	27.599624
0.870670	15.012059
0.600700	8.149695
2.136539	343.314562
3.517383	117.388449
1.711935	31.083597
1.234308	22.912191
1.751549	42.182105
0.956261	34.573138
1.786995	1.677791
2.346801	17.118865
0.718047	34.862179
2.597488	58.336680
2.417099	241.403792
2.003830	59.051287
2.961568	33.065606
5.241413	23.687819
1.675555	78.136769
0.966338	18.949833
3.649565	38.898862
1.399435	64.259454
3.553170	23.915254
1.497313	37.398711
0.894784	51.566865
5.998125	25.583581
2.512062	7.419045
3.675849	3.741137
1.928311	45.333853
4.981657	29.746757
4.277292	8.186088
4.299855	6.319279
4.055602	6.606596
2.761433	5.445703
2.297639	12.429717
3.125329	53.633904
1.488074	45.722943
2.551377	40.367834
3.280820	132.852331
0.798314	53.663574
3.759347	69.731769
2.260363	3.163887
5.418593	3.337966
5.408471	12.665892
4.406354	10.458423
2.058116	54.252204
3.525891	35.471101
1.298487	42.319697
1.539975	117.493211
2.735273	18.513458
