# z	DM
4.945151	5114.151302
5.875546	4657.464440
2.201683	1579.407366
1.502492	1505.217517
1.339067	1361.089831
1.415156	1276.590357
4.731887	4048.631383
1.293092	1573.860464
4.414191	3318.472457
2.341313	2674.320402
2.984059	2990.219861
1.347556	1602.460493
0.871792	635.451770
3.642286	3371.055447
0.246305	364.388437
5.356631	4961.066046
5.355759	4555.924646
3.981658	3120.720888
2.782591	2866.968617
1.050988	621.646666
3.116979	2791.903363
5.838690	4779.056293
0.975189	1180.989649
0.681275	374.074080
0.905009	835.834859
0.995699	1373.469848
0.547401	525.472029
3.182088	3063.931176
4.055746	4142.895196
2.831550	2838.616131
1.669108	1720.303193
2.459049	2393.642620
1.955142	2053.645585
3.367960	3657.954734
4.758749	4067.712687
2.894317	2789.359016
4.251492	4115.710580
0.936720	1093.992619
4.199210	3730.601811
2.722236	2659.692872
2.014678	2006.780239
3.852166	3942.347625
0.819515	864.556084
1.940809	2400.848252
0.528285	442.549044
5.439980	4644.388402
1.703015	1940.496157
1.942310	2105.952565
3.688231	4186.295775
4.949843	4007.719852
4.006813	3415.033252
1.543735	1722.735631
1.394481	1303.488993
4.794424	4483.903346
0.498063	510.722313
2.086428	2650.289831
2.576051	2849.088551
1.465419	1672.803261
5.021763	4731.758740
1.823383	1432.032165
1.432399	1270.915485
4.034798	3216.097147
1.504941	1726.476383
5.653085	4779.578611
0.675451	660.342663
2.010578	1784.533562
2.908653	2996.599786
1.214949	1209.772777
2.436913	2701.328482
2.152697	2257.285503
1.216547	1149.938861
4.411097	3607.207294
1.224900	988.764358
3.652981	3131.916325
3.080004	3165.590301
2.333646	2224.222394
3.611708	3829.727637
0.697924	644.096853
0.710557	512.733246
1.402288	1573.762358
1.763765	2049.853648
2.936604	2934.378451
5.353527	3843.470595
5.638802	3852.593442
0.571826	632.075274
0.134294	190.531889
2.849682	2277.125858
1.753807	2168.455008
1.203373	1310.347770
2.309780	2203.347436
1.184271	1551.904209
5.376922	5038.552770
5.338894	5074.532428
5.874516	4628.454473
1.495710	1520.270031
2.067948	1834.399834
3.262905	3360.315148
1.410794	1574.916936
5.831869	4897.984523
1.346434	1705.923038
3.135097	3141.308639
4.585381	3864.378200
1.248739	829.436714
4.841206	4005.877536
3.954823	4058.087370
1.407172	1215.139129
3.346365	2795.179358
3.885247	3953.005554
2.756076	2832.844742
1.533314	1506.133180
3.042945	2612.422925
0.557551	719.634056
1.472998	1601.296074
1.282085	1372.519250
1.689660	1537.842830
4.530954	4330.740924
5.414041	4917.226320
3.138974	2940.167133
2.927641	2945.014699
3.471809	3190.053670
0.900250	1022.530372
0.505406	607.462199
0.485721	581.942334
0.839935	876.046323
4.611524	4428.809258
2.075897	2333.936632
1.463047	1302.229053
1.247387	1597.193475
4.402857	4420.137925
1.590060	1715.609046
2.883262	2551.368977
0.738630	790.981160
3.688589	3644.715190
4.657148	4335.943760
4.783915	4938.870971
0.253760	485.159170
5.612337	4976.244815
1.230940	1651.705540
0.716633	699.716577
1.397533	934.866596
4.598023	4664.589190
4.188999	4696.749593
1.391403	1718.445733
3.819886	3219.061321
4.348702	4694.239057
3.041661	3044.219693
3.124903	3773.376453
2.549926	2346.620717
3.732485	3802.578585
1.554258	1316.915519
2.220850	2313.447351
2.608950	2616.703752
0.253129	74.644710
2.084560	2065.786626
1.966918	1748.411164
5.784065	4570.803393
2.440207	3171.284002
1.958029	2079.824329
1.674582	2149.439565
3.884864	3008.101678
4.386075	3683.806836
3.568563	4089.396795
1.746793	1869.040886
4.612521	3972.202027
5.815605	4587.222418
0.114781	95.821680
0.761508	1028.150160
3.837044	3218.097734
3.723257	3341.422889
0.779756	683.263338
1.600312	1645.364531
0.790510	845.950645
4.547753	4172.421236
1.838294	1853.506746
1.340962	1476.957983
1.507211	1450.958002
4.527721	3906.398389
2.611656	1992.217266
3.320916	3079.779028
1.609008	2080.355000
5.358580	4660.786084
3.279646	3956.982563
5.407309	4553.209563
1.939489	1869.616445
4.930768	4131.010174
0.999615	856.372349
2.918877	3215.490768
2.953538	3136.297674
0.797202	817.349601
5.529279	4410.775047
1.475444	1055.791043
1.848327	1778.415350
1.880159	1556.730396
0.227762	318.412565
3.017766	3182.324704
5.330311	4540.634827
2.939586	2329.280791
1.240051	927.193059
5.948577	4331.393713
3.846569	3392.689760
1.985757	2022.070739
1.757037	1540.411110
5.861640	4242.914630
3.729698	3349.668654
3.129132	3759.233888
0.994131	985.510180
5.898422	4700.591969
3.799409	3534.427092
2.441422	2980.122619
0.260354	163.771031
0.779442	688.867665
2.839927	2538.797460
0.302627	218.485719
1.206537	1161.210230
0.786254	795.366567
1.340341	1271.213351
2.949013	2797.726085
3.279490	3105.294227
0.636573	461.610673
4.855866	4670.932811
1.195928	1485.239543
3.863973	3676.804392
3.512907	2999.030659
2.298276	2464.808205
0.878846	1073.506203
1.486277	1414.328235
3.690143	3258.448692
3.623063	3488.266376
3.404947	3134.116855
5.762281	4348.642177
3.903925	4017.693993
3.954509	3708.359864
3.027622	2824.504634
1.008454	1076.140939
3.473415	2983.568610
1.509618	742.334930
0.804971	926.554757
3.520016	3744.418795
4.977023	4934.776007
0.931359	868.010262
2.523193	2176.862770
2.283652	2373.445125
2.041749	2551.040214
2.139903	2627.703122
5.602318	4646.844650
4.331128	3933.056700
0.784425	452.349038
4.731857	4404.605149
3.964993	3833.359274
1.959174	1550.593853
1.183580	1061.502103
3.480687	3174.872660
2.952541	2878.097388
0.673048	794.962896
0.414746	114.342612
4.938574	4423.412878
1.452409	1684.236767
1.517856	1850.393570
4.454902	4067.381102
4.152008	4257.288824
1.639849	1770.838413
0.920350	625.568058
4.295759	3823.113783
3.224317	3163.969079
1.365823	1887.471645
1.126168	907.273234
0.897440	735.493914
0.557702	713.170768
2.541600	3309.534578
5.295792	4597.364071
1.417060	1700.432010
1.160551	1132.882337
1.181657	786.466342
3.720261	3355.585895
2.421012	2680.991085
5.729451	5007.327540
4.724569	3759.312760
0.945756	775.478591
1.588747	879.942251
1.305191	1779.562396
0.830395	988.720951
0.626386	638.073461
4.814455	4479.019778
2.649604	3180.239631
4.207116	4245.208703
1.124167	1036.824965
2.296968	1959.785808
2.873328	2955.998077
4.535186	4172.085226
0.873098	1011.492580
2.081178	1834.393287
4.716472	4537.750263
2.195108	2233.153194
5.632071	4112.359570
0.882589	971.199307
4.552820	4429.694452
0.772010	591.861991
2.330781	2377.121845
4.336534	3536.002672
0.832646	1073.419073
3.281660	2886.670285
2.619245	2606.390313
0.703679	767.894129
1.364075	1788.909594
4.167755	3795.806622
3.491516	2750.951678
2.578670	2874.293628
4.926794	4389.365139
1.013314	1000.226708
5.486328	4644.749404
2.610830	2810.090282
1.075287	887.704008
0.306957	172.131461
1.070775	1155.338075
2.983733	2982.530132
1.881812	1685.133227
0.578327	613.508505
0.647822	613.237088
2.399044	2736.765513
5.566056	5227.524619
0.335127	278.345040
1.134979	882.575292
1.931869	2040.210314
0.951134	835.511602
2.926734	3179.535872
1.295991	1068.303438
2.499735	2642.364739
5.913827	4704.917674
4.305966	3773.479775
1.099685	1143.318468
2.574128	2134.627359
0.585788	720.663653
1.941139	1984.411259
1.433660	1585.092861
0.619211	773.912521
0.519692	271.971157
5.643668	4848.090978
2.258641	2744.539160
3.967846	3764.238509
5.212098	4259.629917
3.359764	3017.011447
1.809621	1815.630090
1.546588	1053.708430
3.114945	2779.585824
0.506372	89.773717
0.802856	1022.473852
1.212956	1744.483430
5.146923	4570.404359
3.329129	3135.095611
3.519004	4033.282961
5.467761	4473.836877
2.298015	1699.942295
5.020955	4471.375406
0.333147	381.247490
2.933300	3166.259969
1.773373	1818.946108
1.008222	1434.012040
0.146812	150.923052
0.386720	278.800101
1.179055	1267.509202
1.795719	2016.980734
2.693189	2782.865038
1.010284	1229.958375
2.317692	2728.337190
3.771447	3303.311759
3.744294	4174.419788
2.872633	2874.554747
3.136668	2572.364561
1.323655	1582.453467
4.913626	4563.471767
2.216156	2302.644294
0.645659	263.718808
2.488702	2528.994759
2.681015	3029.508785
5.135045	4537.180530
1.646994	1891.227782
1.500476	1581.814667
2.632404	2378.823839
1.064704	1053.212123
2.735482	2632.214734
3.506863	2898.411226
3.770767	3397.934630
5.821113	3984.170280
0.949043	1174.302684
4.957565	4656.581805
0.520749	370.886757
1.410955	1058.844411
0.483434	738.454161
5.236318	4456.423018
1.294246	1692.376592
3.045712	2775.575289
2.640740	2617.406231
5.367624	4872.481333
3.909192	3188.523689
0.973617	1130.078001
5.416635	4275.499155
1.680347	1513.978467
2.031964	1890.106686
2.903589	2737.051993
0.678730	624.095790
0.384738	369.728536
2.419365	2225.724261
0.741904	958.767395
0.521024	659.991901
3.544406	3707.452044
5.759287	4863.825549
0.731673	1128.413300
4.855560	4314.116079
2.069523	2008.529900
4.093864	4121.377193
3.885529	4088.320450
5.480494	4760.009481
0.316909	308.933243
4.072970	3677.381916
2.205615	2001.613951
2.004976	1384.151993
2.934913	2389.873318
3.156935	3249.240624
2.806841	2359.906642
2.061896	2367.816993
2.727486	2403.152713
4.860443	4573.885028
1.685199	1559.243275
2.300213	2354.557615
1.658316	1290.040547
2.857412	2244.537848
3.695936	4138.048471
4.820632	4386.293075
1.686570	1596.877936
2.558685	2505.227881
5.599791	5232.567324
1.538204	2165.672057
5.927059	4960.871049
3.583645	3214.091829
1.220699	1261.995426
1.296251	1023.082694
0.587971	570.451092
1.646696	1631.490257
4.383119	5035.740652
3.882761	3906.413234
2.250731	2446.608105
1.643952	2093.624665
2.234722	2286.915055
2.260518	2398.387656
3.313276	3260.547709
0.692298	668.066359
1.574149	1600.465157
1.327462	1271.981055
4.300983	3747.200851
0.807433	780.504158
0.551534	525.016670
4.541265	4723.972628
3.106621	3417.827144
3.319962	2544.472939
1.714699	1183.928623
3.269803	3338.243504
2.416816	1678.630671
2.695442	2690.526828
2.418695	2640.227555
3.513261	3229.357839
3.971626	3494.485047
1.500518	1699.906803
1.706115	1768.336469
1.063961	1141.031508
2.783789	2277.048576
1.692023	2555.509650
3.806192	3849.709084
0.715384	796.792740
4.779090	4291.590733
1.061867	994.998392
3.943768	3632.143024
1.405185	887.103896
0.818140	514.046295
2.082536	2178.073595
4.479514	4050.831250
0.702427	1091.963033
1.687997	1759.822040
2.965823	2903.981605
0.383726	338.820950
5.885838	4736.516307
1.607390	1581.607588
4.811759	4077.633750
0.920197	1286.392415
1.855665	2406.141474
5.499325	4565.215245
4.060099	3621.412370
2.308850	2385.318263
1.740045	951.641919
1.217226	1240.774092
3.649587	3887.353221
2.976228	3230.501349
2.757684	2423.421829
3.627224	2886.306029
1.689655	1364.207824
5.833704	4747.705913
2.288703	2012.795978
0.798396	1230.453345
5.204057	4017.033270
5.366777	4962.256386
4.065843	3383.751404
3.785926	3291.747874
2.281285	2741.449210
3.722609	3431.527685
1.839882	1734.505341
0.836613	1200.856117
3.143600	3486.834845
4.369160	3435.587727
0.826311	452.565358
1.156126	1358.145697
1.413488	1280.529627
2.420889	3150.074484
2.862582	3096.278235
1.209174	1278.488687
2.595656	2636.663142
3.591347	3443.310773
3.154090	3395.232171
5.390130	4898.044144
0.499592	216.179459
2.999362	2958.924586
2.123684	2420.090456
0.769421	664.902915
3.074967	2490.729970
3.948250	3370.073831
3.456000	3065.705629
2.848999	3066.550943
2.262543	2213.803350
0.662022	383.790668
4.979985	4720.733874
5.544465	4902.341102
1.574882	1038.009970
1.157495	1211.646694
5.710853	6001.157716
2.820234	3288.685516
3.932397	3327.674802
1.414169	1701.209119
1.682373	2142.076095
4.317240	4009.527458
2.423712	2472.634096
5.362620	4401.263033
3.112503	3040.174346
3.481630	3230.485512
2.710300	2625.350722
1.782375	1879.442975
1.438997	1706.638327
2.222618	2111.980041
4.098807	4202.109625
2.554318	1853.261971
2.372500	2300.516654
2.393021	1955.511117
3.548027	3621.539269
3.591865	3357.129385
1.068217	1043.874244
3.151912	3003.377960
3.029178	3141.566792
2.162730	1925.154159
4.065283	3852.507691
4.636483	4073.401431
1.074468	828.377361
1.389157	1609.453347
0.937870	1045.488358
2.999833	3748.031327
2.345643	3032.935985
3.708279	3379.352915
1.698144	1600.866361
2.076745	2086.449746
4.863264	4465.166240
2.357625	2383.743152
2.752722	3035.853019
4.526511	3990.077399
1.735456	1886.516739
5.471054	4379.810809
4.325357	3230.167075
0.960824	1343.674991
2.852310	3002.436711
0.960360	1172.150865
2.903708	3003.296870
3.747816	2907.530150
2.401351	2429.555855
0.731648	609.021103
1.624546	1968.810520
3.976801	4063.950657
5.376818	4451.885559
4.496542	4247.570289
1.618688	1406.541120
5.283160	5081.825441
4.707473	4886.258774
1.529356	2014.757943
4.224916	3440.095666
1.982468	2172.141204
3.222250	3448.769513
0.702644	643.604876
1.649475	1699.708437
4.014445	3814.793085
5.041703	4451.678192
3.172077	3304.661669
2.634255	2240.511793
5.440330	4672.951633
2.440268	2392.425740
2.675710	2577.069941
2.696753	2703.205274
2.456773	2702.523935
0.720100	800.554770
2.561392	1996.498508
2.214183	1950.963612
4.753104	4684.605451
2.628781	2113.972170
1.591741	2077.695958
1.496623	1636.092302
2.797919	2264.724919
2.519879	2853.678066
0.749924	959.390723
2.199042	2556.213967
1.457585	1960.434570
0.897740	991.191720
5.411474	4760.475926
1.176088	1246.945285
0.678688	649.734433
0.980972	1042.180545
1.396321	1281.857272
5.395770	5006.574839
0.907255	379.597929
0.360249	658.681101
2.827528	2643.594550
1.008824	1090.092799
4.310962	3816.596570
2.925498	2863.218747
1.928586	1681.902692
0.784944	747.132459
2.213874	2351.627296
1.608555	1540.750714
1.931812	1526.718261
1.598671	1768.195595
1.414548	1437.685553
0.412432	30.381847
1.922742	1974.933808
5.042770	4299.401249
1.912713	1974.566792
1.739041	2023.022798
4.608697	4407.769486
3.142936	2916.588642
1.514517	1722.279235
3.498054	3914.980121
2.572341	2656.282963
1.243105	944.280225
1.932049	2053.365931
0.863859	860.359125
2.738750	2633.673935
3.930119	4421.419238
1.290912	1015.649434
2.542310	2228.312846
0.968166	1099.039421
3.173732	3461.507574
2.945433	2871.779115
1.268980	1455.212274
0.540723	350.697266
2.443800	2488.732623
2.502440	2207.904572
2.996265	2972.449725
1.363698	1587.384067
0.277615	74.527725
2.732045	2673.294951
2.363929	1904.752745
3.591465	3084.267082
1.143099	1562.962058
2.347340	2248.506193
1.449083	1345.632048
1.712214	1515.379043
3.336708	2363.078654
4.576427	4794.101939
0.984322	1079.913559
1.279225	1080.591932
1.668954	1711.843055
1.767016	1654.450400
1.703664	1696.342541
2.100204	1486.111366
1.665078	1483.253486
1.897875	1560.465276
1.437799	1166.794592
3.042626	3202.134860
3.940920	4017.567970
2.928969	2922.809328
0.989933	1150.655561
0.658819	305.459685
3.225211	3290.352503
1.476460	1597.000373
5.119684	4641.099530
1.765621	1606.734936
0.661508	785.125356
1.174498	1180.526214
1.284312	1245.075752
0.454445	169.315589
5.316858	3668.296451
2.896037	2709.360049
1.964595	1876.263227
2.085995	1828.572407
1.206843	1013.652216
3.329973	2652.894814
0.092202	102.507388
0.656852	964.252310
0.743919	750.390171
2.074718	2262.828108
2.972944	2558.753537
5.700257	5034.712609
3.053303	2960.627503
2.441387	2512.830650
3.831063	3936.005045
2.027343	2367.701442
5.319240	4969.262150
1.744163	1821.431066
1.611059	1656.378027
3.351895	3208.088282
4.612479	4119.022885
1.391888	2110.892265
5.243712	4790.384501
2.814891	2714.120535
2.977528	2621.124328
4.680421	3796.999519
3.623141	2895.825539
2.561642	3104.941551
5.674497	4115.223153
2.704219	2596.520795
1.267589	926.980310
3.144182	3079.948488
5.133548	4343.959951
2.008932	2255.331300
5.551069	3654.307639
0.606908	930.627461
3.813608	3059.574919
2.168889	2567.253911
0.259153	219.817530
2.695045	2399.095767
5.957884	4242.442144
1.773117	1607.199390
2.520727	2208.223710
2.897127	2547.397395
3.375754	2844.196940
3.699945	3582.423600
3.922816	3760.451570
5.072108	4485.140974
5.990305	5104.423393
1.809126	1529.550516
2.205869	2552.090146
1.074958	939.959834
4.973205	4191.930637
2.142676	1622.387785
1.082789	1113.382559
1.309688	1324.761753
1.765857	1361.409812
2.470447	2607.723040
3.551413	2676.571762
0.453253	443.545094
2.318640	2016.676033
0.389294	492.148926
3.903320	3195.271574
1.761129	1763.447106
0.452486	420.278182
0.902070	744.334854
4.356547	4465.951338
4.915705	4187.231645
0.504090	618.698389
0.791429	1147.534202
1.835539	1824.142066
5.921115	4538.690491
2.202919	2119.171749
5.592871	4898.417267
3.966091	3797.114521
2.265201	2408.720694
5.776326	4919.705815
2.106553	2381.079848
1.635647	1833.121816
0.286872	350.387045
2.001415	2200.027114
3.384326	3265.517121
0.768598	861.077335
5.425763	5047.071513
3.346493	3124.958209
2.196924	2550.120348
5.966767	5026.419033
1.421767	1824.255454
0.816883	1497.733596
1.063831	946.078927
1.183205	1359.908461
1.126990	1372.678185
1.052082	1190.666929
5.021077	3761.345239
4.837040	4557.336392
1.561773	1025.000271
5.797368	4887.004163
1.960567	2273.898817
4.174763	3756.799706
0.712523	1059.722438
0.825584	1260.735763
3.915017	3211.220623
1.653416	1999.455089
0.980834	1062.426759
5.028830	4547.322115
1.078489	981.115876
1.059388	674.350286
2.200422	2256.964546
2.437767	2387.941474
2.046575	1939.788491
5.714704	4981.011808
1.784253	1538.899321
3.886967	4364.137086
1.929802	2749.396175
2.936671	3177.321952
0.731557	964.634320
4.861492	4216.053710
1.216590	1451.309250
2.353533	2668.938112
4.701818	4167.725842
1.254483	1195.980723
1.259285	1648.680910
3.157502	3131.028739
5.513185	4995.907400
5.617223	4438.787654
4.630933	3155.049659
2.095862	2400.043864
4.409400	3845.080015
1.873588	1981.536187
4.958654	4519.173426
0.710518	974.352760
1.244053	1393.937838
3.882359	3426.608374
0.842192	888.692066
0.439857	538.994275
2.396035	1590.219843
0.805677	557.637110
2.437284	2117.560989
2.212360	1997.722693
0.602851	359.379705
0.637479	840.053098
3.500915	3178.680308
2.704995	3081.528260
2.025387	2062.537625
0.823746	998.477848
2.625545	2469.502104
4.524312	4617.009618
1.030899	1249.472334
1.669221	1660.560302
1.743490	1862.716915
0.765559	611.158090
3.871931	3724.995568
1.080302	1065.541509
5.781929	4587.361313
3.008665	2893.521347
0.940067	1127.048331
2.352565	2272.186209
1.572953	2059.153087
1.912515	2115.137260
4.983410	4639.403192
4.735212	4460.537332
0.791319	934.122225
5.891822	5313.537232
2.773098	2984.153677
2.039393	2222.651641
0.811824	697.240536
2.136882	2128.248936
1.239069	1201.060356
2.270842	2493.008406
2.869995	2450.241418
3.118688	2815.909484
5.857123	4792.312979
2.433711	2699.665337
3.200495	3328.691699
1.646090	1252.585541
3.674316	3039.774768
2.027221	2393.859569
5.566536	5264.414905
0.990871	869.149965
2.142538	2001.389446
3.508081	3661.245765
0.309274	405.289304
3.866366	3794.857715
2.770530	2461.894671
3.877309	3951.753734
0.924451	375.173404
3.548959	3714.014589
3.517817	3256.510098
3.527043	3454.690744
1.706310	1293.916846
1.789783	2067.643666
1.524596	1431.408888
2.139015	2264.168332
1.253629	1713.329381
1.098397	1279.641396
1.496358	1003.339814
3.028368	2795.542718
4.557124	4313.374638
3.954862	3552.777885
0.676337	676.218818
1.791945	2232.008612
4.095306	4342.799692
0.951924	1075.238860
1.317585	1582.937896
0.818823	1139.782143
4.011262	3881.866623
0.364873	206.566187
4.857891	5096.064668
1.096600	1344.228908
1.993768	1739.532465
1.740683	1671.388108
0.906015	1171.121970
4.202137	4067.381517
5.627030	4748.770188
3.731728	3113.222300
5.581694	4363.219846
2.538445	2434.852177
4.089612	4210.082788
2.224676	2540.308012
3.103366	2593.155019
2.509871	2411.264477
2.817386	2677.643262
2.141067	2135.229090
4.244777	4008.049711
3.113533	3357.291445
2.258564	2229.220138
4.831773	4495.104514
1.401205	1420.763402
1.447004	1606.280261
5.940561	4883.560393
4.339144	3360.156101
3.582315	3920.064130
2.571202	2834.606821
5.467794	3971.499351
3.935307	3474.736738
2.640584	2742.017908
1.228717	1535.271207
3.942173	4103.518141
1.897561	1472.982069
2.303029	1681.520436
1.279158	1524.070877
0.432151	537.523898
3.567675	3396.976764
2.570960	2989.372398
3.018516	2330.936590
2.278456	2007.877494
0.919184	878.522178
0.474419	519.017608
5.813478	4481.930282
1.383731	1126.990264
2.646039	2971.348240
2.166597	2585.726051
4.525290	4449.766275
0.544087	973.340487
1.692239	1357.161002
4.118812	3580.607821
3.646316	3603.144179
2.916080	3258.667467
3.092417	3144.101612
1.224740	1360.626976
0.920282	977.681628
0.976297	1133.601874
0.634438	769.294792
2.578723	2956.567183
2.598353	2430.733631
2.744077	2193.462993
2.182352	2041.540204
0.806386	632.602835
1.201752	1084.055164
3.873699	3721.457462
0.917756	787.838332
1.636648	1657.531376
3.163954	3393.775148
5.866456	4409.690980
4.369428	4011.474111
1.578388	1965.387962
1.528814	1523.775561
3.080041	3022.587174
5.292972	4113.805951
3.148180	3408.304384
2.965067	3136.017550
2.775427	2718.748461
3.084977	3002.646443
0.497037	520.852145
1.584229	1718.621685
1.622053	2294.225312
0.897717	1045.418227
2.398500	2373.987855
1.531366	1262.312553
2.047141	2263.705013
2.230674	2481.043332
2.872683	3161.744280
1.524055	1676.122650
0.472761	573.322204
2.317084	2113.896218
1.741268	1523.265164
2.776551	2811.586071
4.322674	4478.690562
2.661342	3185.477798
3.381519	2923.559018
4.467056	4232.129549
3.025845	2860.697224
4.888382	4787.258760
5.870572	4841.788233
0.684740	648.070218
1.174642	1836.558761
2.739520	2335.907972
1.887337	2089.162424
3.148420	3056.062793
2.700497	2232.654721
2.761538	3093.952291
0.608041	728.851731
3.063791	2350.217728
1.830430	2094.174892
4.224976	3926.316142
3.723527	2959.354113
3.591609	2474.631541
4.794714	3963.182869
2.836746	3162.270554
3.261136	3678.930048
1.947972	1855.867684
2.590192	2603.242501
2.331865	2469.121217
5.506235	4882.545776
1.561499	1387.603380
0.793054	970.458711
2.336568	2441.694868
1.057717	1170.160758
3.313519	2954.329828
2.548107	2292.260011
3.307112	3327.553851
1.807079	1805.542433
1.411489	1219.525458
2.791890	2347.224413
3.339641	3600.299198
0.853433	962.372040
3.735103	3724.120199
5.550606	4944.110269
4.164266	4359.882325
4.399056	4505.492256
5.704019	5041.999284
2.581549	2713.361591
1.193992	1008.405939
3.395560	2971.317994
3.889250	3633.399532
5.308129	4414.504082
4.016883	3985.892119
1.486225	1417.477255
5.753096	4557.462668
4.090346	3448.476396
3.317661	3592.518136
1.758965	1918.545565
4.597052	4290.246116
2.070956	2092.218522
3.857488	3306.103677
2.479452	2329.184830
3.351444	3527.138489
2.294111	1490.307016
2.419795	2368.070834
0.890661	1174.842982
5.632037	4595.283344
4.443350	4959.367184
0.098306	130.438411
0.877652	599.072372
4.053801	3180.271526
4.708083	4341.079697
1.131685	1127.003937
3.770205	3886.487994
0.685283	508.347480
1.156089	1759.218097
1.738411	2190.045373
2.411204	2176.656401
3.048166	2473.766881
5.799790	5066.184612
1.804453	1902.099296
3.639675	3892.773209
3.615603	3635.321928
2.200975	2351.537646
4.934093	3723.252659
1.881358	1769.140301
5.851425	5282.745308
3.773708	3854.384361
3.159547	3267.252714
1.060380	857.722870
3.148637	3035.802705
3.021271	3280.167907
1.001834	1105.229197
2.610362	2538.811833
1.612197	960.286319
2.226140	1956.659110
1.231051	1213.409733
1.930809	2064.762311
0.611027	226.006604
3.309696	2620.934341
2.069946	2041.034787
4.118315	3877.266525
2.799534	2936.780060
1.271924	1091.542352
0.972897	925.309156
2.790651	2872.278831
1.945255	1878.855594
0.625487	311.067391
5.467970	4668.842860
1.718986	2483.541764
4.926445	5068.242013
1.859658	2133.468910
4.622806	3612.010263
1.305909	1597.298864
5.697500	4131.899783
4.442290	3674.862881
4.246184	4274.588236
2.127263	2257.851765
2.417469	1851.136657
1.419691	1304.485377
0.645285	618.707760
0.658424	795.041287
1.779907	1629.878265
2.807965	2083.527290
1.051583	909.167978
5.575975	4790.260602
3.104366	3343.566657
2.678644	3225.818103
3.075088	2757.635963
2.229124	2302.665569
3.000688	3054.793493
5.354851	4556.265053
0.988550	1032.233332
1.659865	1776.216410
1.483535	1195.579890
5.613251	5004.183898
1.496583	1588.572108
4.682721	3832.315197
0.795865	929.203940
1.965899	1953.082187
1.316160	1709.657651
1.243842	1147.196191
1.335744	1257.663622
4.139171	3562.349038
0.873780	1130.192071
3.359973	3595.311652
3.069647	2989.882061
0.445217	513.485084
1.183204	1095.867659
1.766871	1773.037747
5.577017	5040.151345
3.257091	3161.543192
1.926016	1895.937078
1.515311	1679.277095
1.647896	1635.317890
2.275218	1449.891242
1.619111	1598.869383
0.202312	264.631641
1.036336	1202.935485
2.814843	2334.853358
1.039759	894.672393
2.191293	1888.018671
3.908528	3984.311252
4.179460	4364.420638
0.588928	625.382953
1.140350	1289.875873
5.432835	4627.018147
1.304319	1129.991797
2.609320	2966.816106
2.441032	1840.820960
4.490919	4465.652900
2.660607	2716.716967
3.509014	3350.578348
1.305985	1054.491447
0.940922	931.827869
3.297437	2663.267332
1.021744	987.261590
3.171001	3172.934122
1.697882	1808.809889
4.779970	4060.709806
3.657842	3721.745543
3.958003	3314.451944
4.427242	4301.806319
1.842028	1606.894057
2.062279	2303.106417
5.238453	4874.715199
3.614411	3437.874916
1.373393	1212.582104
1.308562	1144.586738
1.820522	1992.575432
5.652887	4907.227500
2.316391	2402.394625
2.944280	2954.652625
1.087234	1053.035890
1.745878	1688.130362
3.082420	3047.507046
0.818987	832.234171
0.405904	271.601807
1.647126	1500.113627
1.703179	1930.003719
2.457490	2818.730676
2.897206	3369.223604
3.038938	3329.571686
3.441298	3384.588554
4.041114	3575.036576
1.327604	1234.007526
2.159106	2124.870970
2.374795	2665.811075
1.252767	865.676212
1.018020	1065.982316
2.959591	2523.077921
5.692373	4779.848511
2.223584	2034.527938
3.204605	2726.436889
2.340321	2459.412413
2.569617	2237.569511
1.875457	2314.906621
4.618418	4164.755052
5.351522	4597.722399
1.070419	1380.990559
1.430860	1539.218052
2.689632	2633.631941
0.930031	700.883197
4.041825	4001.685705
4.276404	3282.099050
3.602443	3884.770932
0.849106	940.231222
4.457158	4442.460275
0.848412	1047.816469
1.382562	1395.100356
0.906349	930.449771
2.217549	1688.095264
2.052858	2196.375280
0.881770	873.251160
1.435538	1522.968924
2.786164	3245.437459
1.124685	1729.208585
0.632098	796.328708
2.364033	2680.258860
4.649634	4170.195704
2.254477	1604.862964
5.822320	4748.018013
2.708848	1941.072733
3.309432	2411.872377
5.744280	4387.331376
2.449561	2490.945446
1.892121	1651.931281
3.838093	3649.167751
4.385405	3991.515083
5.263949	4629.626006
1.148448	1121.713628
0.735884	580.518776
4.918718	4463.480764
1.765356	1846.879550
2.378047	2273.558401
0.603815	413.658042
2.426274	2836.417884
1.515743	1434.269533
1.357906	806.435615
5.668255	4145.418856
3.979228	3795.422987
3.641121	3157.999199
1.084593	794.543976
0.539746	768.208202
2.797750	2473.414461
4.413227	4191.988473
0.216747	352.313284
4.624744	4021.224206
2.224369	1666.431455
3.064576	2724.306458
0.369510	119.406846
4.343718	3373.263171
3.367213	3160.407019
1.592587	1650.291327
5.223752	5208.920662
5.774424	5035.220885
1.666875	1720.775179
1.358432	1598.460141
0.435874	118.574355
0.489891	898.964360
1.349163	1721.196121
1.335424	1235.925632
1.268420	1230.933893
3.973741	3574.422575
1.525061	1982.447003
2.806399	2951.561915
1.699692	1471.366798
0.680429	755.356996
3.570389	3461.833552
0.389485	304.049207
4.579598	4116.185489
0.576457	466.062819
2.272661	1988.231580
0.711566	656.760961
2.622270	2171.813952
1.569234	1671.019608
2.939757	2941.328987
4.389532	4638.024512
3.486874	3261.172475
0.891085	1072.874068
3.971611	3975.289997
4.548481	3980.499516
1.979490	2410.792597
1.028202	924.251283
1.759637	1982.015276
