# z_cadidates 	 DM_EG_candidates
0.198296	456.763989
0.435088	338.532387
0.314946	410.554249
0.039965	95.740528
1.183681	730.753171
0.790921	713.034681
0.334702	119.508512
0.224561	306.275892
0.555323	347.442455
0.272653	211.892227
0.082422	18.773127
0.264164	416.841869
0.207493	149.142750
0.184814	105.746655
0.623419	562.002600
0.236885	290.609168
0.344554	121.840027
0.714001	806.581900
0.822445	1034.466119
0.533948	562.878491
0.120823	213.430404
0.125854	130.083798
0.304154	366.639517
0.988162	478.591957
0.247746	392.439682
0.232267	61.985859
0.205772	163.156569
0.100524	234.336343
0.251076	255.178105
0.326430	458.119969
0.478419	461.571473
0.333391	619.194031
0.452469	547.474330
0.380744	357.734707
0.370153	349.623729
0.547749	643.165140
0.456289	317.826087
0.241441	251.174736
0.251690	41.115937
1.063700	1243.317303
0.454374	644.177312
0.440598	378.901493
0.301453	337.331053
0.160082	114.908507
0.182813	364.194010
0.769342	1032.769199
0.210230	270.423905
0.314171	358.775570
0.221809	129.311948
0.651017	927.620279
0.235937	370.429126
0.161423	174.604933
0.139768	155.220587
0.068656	207.863210
0.491301	368.003677
0.643869	1075.810023
0.106235	84.688546
0.582596	649.161907
0.117827	84.848522
0.244538	157.612979
0.437150	456.821370
0.343054	456.045129
0.657929	693.392359
0.437190	499.795636
1.443600	1874.948679
0.189484	222.774487
0.538496	646.028058
0.622702	596.258479
0.681346	1025.235254
0.171077	62.083808
0.354112	348.939958
0.340113	257.098643
0.556423	671.816638
0.597810	732.540863
0.727491	812.462678
0.115724	25.548831
0.098690	250.426006
0.174558	168.125300
0.852101	968.499906
0.544138	799.898311
0.159023	194.635830
0.052761	103.421655
0.800409	669.080453
0.725212	876.183226
0.690161	734.146899
0.203799	157.746356
0.366109	175.524705
0.103406	74.144273
0.162394	75.447871
0.515372	701.561692
0.194807	353.177419
0.254769	212.339528
0.089731	46.974882
0.185929	240.458571
0.502511	486.508832
0.871451	714.566309
0.570800	237.849593
0.692103	986.013520
0.741343	758.452866
1.462020	1130.844937
0.449645	530.363720
0.554536	907.157482
0.143837	202.332895
0.378472	449.596684
0.385708	425.509404
0.094245	130.319993
0.216211	223.669152
1.147089	1007.498060
0.374370	521.825994
0.138099	267.214901
0.448099	672.315087
1.041992	668.809108
1.524884	1412.507394
0.526776	938.875278
0.266160	333.780009
0.384970	385.465753
0.188069	295.136057
0.192251	140.352444
0.836117	975.967765
0.340424	458.082590
0.274390	262.517067
0.352361	477.094813
0.144447	92.617652
0.765159	526.772752
0.552347	834.758865
0.155259	279.449997
0.231204	248.470478
0.306955	372.431240
0.426094	478.347687
0.142045	104.447687
1.000852	879.968203
0.110201	117.824628
0.566036	464.075445
0.128101	116.579481
0.438395	669.813477
0.301894	424.111511
0.231184	113.310642
0.127681	196.765034
0.395546	406.104136
0.218411	83.755227
0.713604	596.218547
0.660433	1052.320995
0.481639	477.649581
1.686974	1713.401267
0.312871	471.110448
0.533752	520.467137
0.329161	274.208613
0.347369	326.616234
0.363907	182.265969
0.277299	513.324817
0.235881	368.049538
0.363953	525.435696
1.155454	1461.945432
0.612991	464.891977
0.869544	1215.848194
0.131643	114.428140
0.109851	200.768116
0.600361	522.921657
0.619728	910.190102
0.410073	673.219611
0.094550	88.426755
0.660777	577.081223
1.322759	1846.516084
0.407626	476.166486
0.458667	375.292206
0.120263	259.275811
0.739546	714.941315
0.069022	161.256962
0.598701	586.555484
0.112460	230.087216
0.401784	172.604843
0.189774	297.540476
0.091407	266.531537
0.787437	621.288287
1.330437	1912.141478
0.328942	463.483081
0.247050	260.138684
0.364079	247.892740
0.673168	656.396172
0.336968	500.899891
0.428747	598.023269
0.290943	331.251412
0.369735	360.134385
0.660892	909.655154
1.772331	2047.708541
0.340739	229.312084
0.442243	259.086201
0.414075	497.501433
0.450059	689.593756
0.704409	1007.879784
0.469038	210.376705
1.044655	1149.135663
0.190925	261.547248
0.260988	542.825338
0.270086	430.462911
0.833174	724.659103
0.096761	126.991583
0.217814	327.502433
0.087431	221.310128
0.360511	396.290392
0.079868	66.667475
0.488419	477.906430
0.693727	793.781316
0.337371	259.006023
0.107992	39.933637
0.370868	349.541625
0.373776	262.252002
0.670750	830.654999
0.231663	119.433281
0.262284	70.936250
