# ra_cadidates 	 dec_candidates
-1.840525	0.000677
0.389482	-0.198798
2.449336	0.007993
-1.928503	-0.050097
0.355216	-0.116405
0.292862	-0.166221
1.357263	-0.020876
-2.368498	-0.120693
2.477438	-0.066188
0.995835	0.047462
2.455088	-0.145159
1.468900	0.007330
1.533591	-0.139717
-0.344393	-0.133507
-3.075479	-0.067246
-1.819550	-0.063703
-0.592151	-0.197148
0.702728	-0.010954
-1.872291	-0.181713
-1.832260	-0.093400
2.881103	-0.014639
2.141698	-0.031580
1.229422	-0.179043
1.123244	-0.079936
-0.412631	0.022873
1.864368	-0.036683
-2.330561	0.013391
1.790452	0.006361
-1.185870	-0.039636
-0.122171	0.010763
0.161215	-0.145320
-1.864879	0.053672
1.544499	-0.162307
2.015479	-0.136783
0.647008	-0.143887
-0.112524	-0.201499
1.964658	-0.061468
1.399093	0.030088
-0.313091	0.052662
2.425427	-0.194846
1.159983	0.024353
0.459641	0.014509
-0.434842	-0.050757
-0.235531	-0.067609
1.191421	-0.147761
-2.286078	-0.138151
0.273774	-0.182875
1.652776	-0.098995
-2.238831	-0.182936
-2.758448	-0.171575
0.372848	-0.154172
-2.755575	-0.141381
-1.662739	-0.146551
2.706224	-0.068628
0.394966	-0.127798
2.393996	-0.120139
-2.724122	0.064175
0.807746	-0.036134
0.254975	-0.129859
2.168273	-0.172094
3.016778	-0.039201
3.110397	-0.197403
2.701209	-0.072220
-2.019444	0.013366
1.012193	-0.038563
-1.355405	-0.145840
-0.761753	-0.149159
0.364624	-0.138811
-0.299315	0.015242
2.966227	-0.071636
3.043814	-0.070646
1.120627	-0.197108
-1.576674	0.050661
-1.950614	-0.145925
2.241972	-0.020833
-0.100831	0.004716
3.047252	-0.094629
-1.555726	-0.104234
-0.286922	-0.197312
1.878817	-0.021519
-1.100857	-0.128244
-0.719898	-0.071873
-0.785231	0.011086
-2.159571	0.006634
2.055204	-0.192645
-1.441944	-0.127315
1.791426	0.024347
-3.034778	-0.081078
1.648372	-0.147027
2.386516	-0.045149
-1.688027	-0.156262
-1.653806	-0.172701
1.331981	-0.038887
-0.288104	-0.168375
-1.649084	-0.127692
1.425718	0.011276
2.574247	-0.164223
-2.285951	0.037294
-2.523922	-0.096212
0.877025	0.047300
-0.073515	-0.045652
-1.582208	-0.027955
-2.282667	-0.167902
1.535690	-0.201517
-1.118346	-0.156093
0.796048	-0.147027
-0.063241	-0.079586
1.096714	0.016697
-0.905487	-0.162375
0.413358	0.049343
1.415432	-0.145212
-1.507652	-0.016801
-2.282946	-0.025774
2.480560	-0.026327
-0.109093	0.013633
-0.094011	-0.125414
-1.823489	0.002290
1.834634	-0.099892
-2.589196	-0.145015
0.091613	0.022992
2.986515	-0.176230
1.814603	-0.086311
-2.100813	-0.064393
1.692733	0.012639
-0.800103	-0.139422
-1.207231	-0.005469
-0.769302	-0.148795
0.752297	-0.164891
1.829258	-0.142856
2.267938	-0.186013
0.174446	-0.078047
-1.983142	-0.118157
-2.000549	-0.025815
1.948835	-0.010929
-0.317299	-0.189076
-0.837460	-0.025159
0.420541	-0.121979
1.164776	-0.196900
0.800829	-0.178671
0.424743	-0.194520
1.490327	-0.119199
1.389947	-0.116285
1.319769	-0.198670
2.526121	-0.198663
-2.519491	-0.153565
-0.389939	-0.198717
2.501281	-0.171138
-1.289838	-0.050695
-2.995952	-0.009843
2.331121	-0.037933
0.338476	-0.127747
-3.048102	-0.180104
0.321416	-0.148300
0.067034	0.010178
0.316720	-0.056276
-0.212986	-0.201464
-2.894378	0.057554
-1.185118	0.020581
2.421003	-0.177793
2.920699	0.026889
2.481302	-0.139597
0.034232	0.011223
-0.453255	-0.183954
0.678774	-0.162445
1.717380	0.026326
3.117870	-0.150598
1.855612	-0.035407
2.258640	-0.119138
2.395794	-0.182923
0.701047	-0.148898
1.669197	0.033568
0.904963	0.044530
1.674046	-0.099326
0.667745	-0.134419
1.273073	-0.039954
-1.094527	-0.175108
3.113305	-0.174399
0.140317	0.017249
-1.284099	-0.092255
-0.212991	-0.157064
-1.256335	-0.053173
-2.168710	0.032873
-3.025366	0.034323
-1.441908	-0.109811
1.594338	-0.150402
2.876431	-0.121450
